Date,Open,High,Low,Close,Volume
2022-06-01,18.85,19.2,18.8,19.15,1337111
2022-06-02,19.1,19.2,19.0,19.1,428933
2022-06-06,19.2,19.2,19.05,19.15,475598
2022-06-07,19.15,19.15,19.0,19.0,563911
2022-06-08,19.05,19.1,19.0,19.1,803950
2022-06-09,19.1,19.15,19.05,19.15,281747
2022-06-10,19.0,19.15,18.95,19.15,648204
2022-06-13,18.75,18.9,18.7,18.8,1150600
2022-06-14,18.8,18.95,18.65,18.85,607519
2022-06-15,18.85,19.15,18.85,19.1,755676
2022-06-16,19.2,19.2,18.85,18.85,852435
2022-06-17,18.8,18.85,18.7,18.85,869285
2022-06-20,18.8,18.95,18.6,18.75,1689152
2022-06-21,18.8,19.15,18.7,19.1,1346234
2022-06-22,19.1,19.15,18.85,18.85,731479
2022-06-23,19.0,19.0,18.65,18.8,1035100
2022-06-24,18.8,19.15,18.8,19.05,1029196
2022-06-27,19.15,19.15,19.0,19.1,1170695
2022-06-28,19.15,19.15,19.0,19.1,586562
2022-06-29,19.0,19.0,18.85,18.9,798714
2022-06-30,18.9,18.9,18.6,18.7,1090631
2022-07-01,18.7,18.7,18.25,18.25,1378675
2022-07-04,18.25,18.35,17.9,18.0,1300560
2022-07-05,18.1,18.25,18.05,18.25,692769
2022-07-06,18.25,18.25,17.95,18.0,1222274
2022-07-07,18.05,18.15,17.9,18.0,2055773
2022-07-08,18.05,18.1,17.85,17.9,2283199
2022-07-11,17.9,17.9,17.5,17.5,3721972
2022-07-12,15.8,15.85,14.1,14.2,7508584
2022-07-13,14.75,14.75,14.3,14.5,1595856
2022-07-14,14.5,14.65,14.25,14.55,780569
2022-07-15,14.6,14.6,14.3,14.6,913998
2022-07-18,14.5,14.85,14.5,14.7,1310178
2022-07-19,14.7,14.9,14.65,14.85,533621
2022-07-20,15.0,15.25,15.0,15.05,1340032
2022-07-21,15.05,15.1,14.85,15.05,826928
2022-07-22,15.05,15.65,15.05,15.65,1451929
2022-07-25,15.6,15.8,15.35,15.65,766763
2022-07-26,15.7,15.75,15.45,15.55,567908
2022-07-27,15.4,15.55,15.3,15.55,847735
2022-07-28,15.5,15.65,15.5,15.6,556701
2022-07-29,15.75,15.8,15.6,15.65,457505
2022-08-01,15.7,15.95,15.5,15.9,501766
2022-08-02,15.7,15.75,15.55,15.55,747710
2022-08-03,15.55,15.7,15.4,15.45,738258
2022-08-04,15.5,15.5,15.15,15.45,604411
2022-08-05,15.45,15.9,15.45,15.9,1112934
2022-08-08,15.9,16.25,15.85,16.2,2061135
2022-08-09,16.2,16.6,16.15,16.5,1837695
2022-08-10,16.5,16.8,16.35,16.5,1370059
2022-08-11,16.5,16.8,16.5,16.75,1490345
2022-08-12,16.8,17.3,16.8,17.2,1515351
2022-08-15,17.45,17.7,17.3,17.7,1734945
2022-08-16,17.7,17.85,17.5,17.7,1472151
2022-08-17,17.75,17.9,17.6,17.6,1384011
2022-08-18,17.75,17.75,17.45,17.5,941816
2022-08-19,17.55,17.9,17.55,17.75,896516
2022-08-22,17.5,17.55,17.4,17.4,512063
2022-08-23,17.25,17.25,17.1,17.15,746075
2022-08-24,17.15,17.3,17.1,17.1,697422
2022-08-25,17.15,17.4,17.15,17.15,405671
2022-08-26,17.15,17.35,17.15,17.3,552720
2022-08-29,17.0,17.05,16.95,16.95,488844
2022-08-30,16.9,16.95,16.5,16.5,1850373
2022-08-31,16.55,16.75,16.45,16.75,466683
2022-09-01,16.5,16.65,16.45,16.5,527047
2022-09-02,16.5,16.65,16.5,16.5,411027
2022-09-05,16.6,16.6,16.3,16.35,567350
2022-09-06,16.5,16.5,16.2,16.35,483955
2022-09-07,16.2,16.25,15.9,16.0,841362
2022-09-08,16.05,16.3,16.05,16.3,468389
2022-09-12,16.4,16.45,16.2,16.3,497409
2022-09-13,16.4,16.6,16.35,16.45,617727
2022-09-14,16.3,16.3,16.0,16.25,578108
2022-09-15,16.25,16.35,16.1,16.15,459994
2022-09-16,16.0,16.15,15.85,15.85,1059369
2022-09-19,15.85,15.9,15.6,15.75,526351
2022-09-20,15.8,15.85,15.65,15.75,559324
2022-09-21,15.75,15.75,15.5,15.65,661743
2022-09-22,15.5,15.65,15.4,15.65,592594
2022-09-23,15.65,15.85,15.65,15.7,453823
2022-09-26,15.7,15.7,15.2,15.25,775297
2022-09-27,15.2,15.25,15.0,15.15,554192
2022-09-28,15.15,15.25,14.65,14.65,931891
2022-09-29,14.7,15.15,14.65,14.9,1283971
2022-09-30,14.85,14.85,14.65,14.8,749672
2022-10-03,14.65,14.75,14.5,14.55,525609
2022-10-04,14.6,14.8,14.55,14.7,624052
2022-10-05,14.75,15.0,14.7,14.7,910776
2022-10-06,14.75,14.9,14.65,14.85,746511
2022-10-07,14.75,14.8,14.6,14.75,445776
2022-10-11,14.75,14.75,14.35,14.55,572308
2022-10-12,14.5,14.7,14.3,14.6,945629
2022-10-13,14.6,14.65,14.15,14.2,1073823
2022-10-14,14.35,14.6,14.25,14.6,763134
2022-10-17,14.45,14.45,14.25,14.45,433877
2022-10-18,14.5,14.7,14.35,14.6,994010
2022-10-19,14.6,14.8,14.5,14.5,562832
2022-10-20,14.5,14.6,13.85,14.6,4892238
2022-10-21,14.45,14.7,14.25,14.55,814886
2022-10-24,14.65,14.7,14.45,14.6,743628
2022-10-25,14.7,14.7,14.2,14.2,765167
2022-10-26,14.3,14.4,14.15,14.3,488622
2022-10-27,14.4,14.8,14.4,14.8,1035724
2022-10-28,14.8,14.9,14.55,14.55,454766
2022-10-31,14.65,14.75,14.55,14.65,286527
2022-11-01,14.65,14.8,14.6,14.75,407867
2022-11-02,14.8,14.9,14.7,14.85,398565
2022-11-03,14.85,14.85,14.7,14.8,354233
2022-11-04,14.7,14.95,14.7,14.95,455761
