Date,Open,High,Low,Close,Volume
2022-06-01,223.0,223.0,220.0,222.0,439020
2022-06-02,222.0,224.5,220.0,222.5,327783
2022-06-06,223.0,224.0,220.5,222.5,157430
2022-06-07,222.0,222.0,219.0,220.0,169296
2022-06-08,222.0,222.0,220.5,221.0,119921
2022-06-09,221.0,221.0,219.0,220.0,162937
2022-06-10,219.5,219.5,217.5,219.5,179596
2022-06-13,214.5,214.5,210.0,210.5,568035
2022-06-14,207.0,210.5,206.0,210.0,508958
2022-06-15,208.0,211.0,206.5,208.0,405949
2022-06-16,211.5,212.0,203.0,203.5,423858
2022-06-17,199.5,201.0,198.0,198.5,626616
2022-06-20,198.5,199.5,189.0,190.0,751280
2022-06-21,192.5,199.0,192.0,198.5,476524
2022-06-22,198.5,198.5,190.0,191.0,487463
2022-06-23,191.5,194.0,181.0,184.0,986468
2022-06-24,184.5,188.0,184.5,186.5,402172
2022-06-27,189.0,194.0,188.5,192.5,612665
2022-06-28,185.5,187.5,184.0,185.5,571324
2022-06-29,182.5,183.5,179.5,183.5,358422
2022-06-30,181.0,181.0,177.0,178.5,490789
2022-07-01,178.5,178.5,171.5,172.0,557546
2022-07-04,173.5,173.5,166.5,170.0,478260
2022-07-05,173.5,176.5,168.5,173.0,336223
2022-07-06,173.0,173.0,166.0,169.0,387943
2022-07-07,168.0,173.0,165.5,172.5,363101
2022-07-08,173.5,180.0,173.5,178.0,544832
2022-07-11,182.0,182.5,177.0,178.0,370152
2022-07-12,175.0,175.0,171.0,173.0,300400
2022-07-13,180.0,180.5,176.0,178.5,509375
2022-07-14,179.0,185.0,178.0,185.0,617797
2022-07-15,185.0,191.0,183.0,189.0,788782
2022-07-18,190.0,192.5,189.0,192.5,568894
2022-07-19,190.0,192.5,189.5,192.5,170011
2022-07-20,194.0,196.0,192.0,193.5,594077
2022-07-21,195.5,198.5,194.5,197.0,586987
2022-07-22,197.5,198.0,194.0,195.0,196498
2022-07-25,194.5,196.0,193.0,195.0,210220
2022-07-26,194.0,195.0,191.0,191.5,387540
2022-07-27,190.0,195.5,190.0,195.0,437981
2022-07-28,198.0,198.0,191.5,193.5,353855
2022-07-29,195.0,197.5,195.0,196.5,323289
2022-08-01,200.5,200.5,194.5,194.5,279380
2022-08-02,193.0,193.0,189.5,191.0,261254
2022-08-03,191.0,191.0,188.0,189.0,160285
2022-08-04,190.0,190.5,186.5,190.0,150980
2022-08-05,191.5,194.5,191.5,194.0,167062
2022-08-08,195.0,195.0,192.0,194.5,201354
2022-08-09,194.5,196.5,193.0,196.5,158434
2022-08-10,196.5,200.0,195.0,200.0,459700
2022-08-11,202.0,203.5,201.0,203.0,388658
2022-08-12,204.5,209.0,204.0,207.0,577476
2022-08-15,208.0,208.0,204.5,206.5,421411
2022-08-16,206.5,207.0,203.0,204.5,351893
2022-08-17,205.0,205.5,202.5,204.5,378372
2022-08-18,203.0,205.5,202.0,205.0,313015
2022-08-19,207.0,211.0,205.0,210.0,898778
2022-08-22,210.5,210.5,205.0,205.0,464624
2022-08-23,202.0,206.5,201.0,205.5,376983
2022-08-24,207.5,209.0,206.0,206.0,416790
2022-08-25,208.0,209.0,207.0,207.5,245815
2022-08-26,210.0,210.0,205.5,206.0,306664
2022-08-29,201.0,203.5,199.5,203.5,333893
2022-08-30,203.0,208.0,203.0,207.0,298426
2022-08-31,205.0,207.5,203.0,205.0,396479
2022-09-01,205.0,207.0,200.0,200.0,465370
2022-09-02,199.5,203.0,199.0,200.5,271621
2022-09-05,201.5,201.5,196.5,197.0,238868
2022-09-06,198.0,199.5,194.5,196.0,202208
2022-09-07,194.0,194.0,190.5,192.5,214762
2022-09-08,195.5,202.5,195.0,202.5,375086
2022-09-12,205.0,207.0,202.0,205.0,622339
2022-09-13,208.0,221.5,207.0,219.0,3515169
2022-09-14,214.0,217.0,212.5,216.5,1511490
2022-09-15,221.5,221.5,212.0,213.5,1340976
2022-09-16,213.5,215.0,207.0,207.0,1199293
2022-09-19,211.5,212.0,206.0,206.5,783620
2022-09-20,209.0,210.0,208.0,208.5,430119
2022-09-21,209.5,210.5,206.5,208.0,499501
2022-09-22,206.0,206.0,202.0,205.5,382586
2022-09-23,205.5,207.0,201.0,202.5,384512
2022-09-26,199.5,200.0,193.0,194.0,546925
2022-09-27,195.0,196.0,192.0,194.5,396256
2022-09-28,195.5,195.5,182.5,184.0,977612
2022-09-29,189.0,189.0,179.0,181.0,874529
2022-09-30,176.0,184.5,176.0,184.5,439515
2022-10-03,183.0,185.0,179.5,183.5,325413
2022-10-04,188.0,192.0,187.0,191.0,543106
2022-10-05,195.0,196.0,190.0,190.5,690598
2022-10-06,193.0,194.5,189.5,193.5,262997
2022-10-07,192.0,192.5,190.0,190.0,285414
2022-10-11,183.0,184.0,179.0,180.0,829593
2022-10-12,178.0,178.5,169.0,174.5,1150777
2022-10-13,174.5,175.0,166.0,166.0,717612
2022-10-14,171.5,175.0,170.5,174.0,820997
2022-10-17,170.0,171.5,165.5,171.5,595947
2022-10-18,175.0,175.5,171.0,174.5,530593
2022-10-19,176.0,178.5,173.0,173.5,420328
2022-10-20,172.0,180.5,168.5,180.5,599935
2022-10-21,176.5,177.5,170.5,170.5,852564
2022-10-24,174.0,175.0,170.0,170.0,603633
2022-10-25,169.0,170.0,160.5,162.5,1108231
2022-10-26,163.5,166.0,162.0,164.5,513500
2022-10-27,165.5,168.5,165.5,168.0,511350
2022-10-28,167.0,168.0,163.5,163.5,436012
2022-10-31,166.0,167.0,164.5,167.0,289855
2022-11-01,167.0,170.0,166.5,170.0,502423
2022-11-02,170.0,173.0,169.0,173.0,593829
2022-11-03,172.0,172.0,169.5,172.0,238004
2022-11-04,173.5,177.0,171.5,177.0,731442
2022-11-07,177.0,177.0,175.5,177.0,631659
2022-11-08,176.5,180.0,175.5,176.0,741853
2022-11-09,180.0,185.0,176.5,182.0,2669718
2022-11-10,180.5,183.0,177.5,178.5,1132887
2022-11-11,185.5,186.5,182.0,183.5,1845103
2022-11-14,185.0,189.0,183.0,185.5,1059107
2022-11-15,186.0,191.0,186.0,189.5,1719979
2022-11-16,190.0,190.5,186.5,189.0,788380
2022-11-17,188.5,189.5,186.5,189.0,390530
2022-11-18,191.0,192.0,187.0,187.0,678896
2022-11-21,189.0,190.5,188.0,188.5,509392
2022-11-22,189.0,190.5,187.5,189.5,424421
2022-11-23,191.0,191.5,189.0,189.5,348800
2022-11-24,190.5,192.5,190.5,192.0,647380
2022-11-25,191.5,193.0,188.0,188.5,626838
2022-11-28,187.0,189.5,185.5,188.0,343093
2022-11-29,189.5,189.5,186.0,188.5,295518
2022-11-30,189.5,191.5,188.5,191.5,304829
2022-12-01,193.5,196.0,193.0,193.5,673412
2022-12-02,194.0,197.5,194.0,196.5,604561
2022-12-05,196.5,199.5,196.5,198.5,668903
2022-12-06,197.0,197.5,192.0,192.5,591622
2022-12-07,193.0,197.5,191.0,192.0,697855
2022-12-08,192.5,194.0,191.0,193.5,223713
2022-12-09,195.0,197.5,193.5,197.0,640497
2022-12-12,195.0,197.0,194.5,194.5,704386
2022-12-13,195.5,196.5,191.5,192.0,453612
2022-12-14,193.5,195.0,192.0,194.0,380667
2022-12-15,193.0,195.0,192.5,192.5,249070
2022-12-16,190.0,190.5,186.5,186.5,720008
2022-12-19,188.0,191.0,186.0,190.0,480491
2022-12-20,189.0,190.0,182.5,182.5,604923
2022-12-21,184.0,185.0,182.5,184.5,365350
2022-12-22,186.0,189.0,186.0,186.5,298852
2022-12-23,184.5,184.5,182.0,183.5,305674
2022-12-26,186.0,186.0,182.0,183.0,203598
