Date,Open,High,Low,Close,Volume
2022-05-03,11.65,11.7,11.5,11.7,170088
2022-05-04,11.65,11.85,11.65,11.65,164090
2022-05-05,11.7,11.8,11.65,11.7,326500
2022-05-06,11.6,11.6,11.5,11.5,191231
2022-05-09,11.45,11.45,11.15,11.25,427470
2022-05-10,11.15,11.2,11.05,11.2,139101
2022-05-11,11.05,11.15,11.0,11.05,309176
2022-05-12,11.0,11.05,10.8,10.9,259736
2022-05-13,10.85,11.0,10.85,10.95,135482
2022-05-16,10.95,11.0,10.9,11.0,144142
2022-05-17,11.0,11.1,10.95,11.0,260000
2022-05-18,10.95,11.15,10.95,11.1,182021
2022-05-19,10.95,11.05,10.9,11.05,61594
2022-05-20,11.0,11.2,11.0,11.15,147050
2022-05-23,11.15,11.2,11.1,11.2,138051
2022-05-24,11.15,11.2,11.05,11.05,40022
2022-05-25,11.05,11.1,11.0,11.1,52100
2022-05-26,11.15,11.15,11.05,11.1,55008
2022-05-27,11.15,11.2,11.05,11.15,133337
2022-05-30,11.15,11.25,11.05,11.2,217119
2022-05-31,11.1,11.2,11.1,11.2,103100
2022-06-01,11.2,11.2,11.1,11.15,75201
2022-06-02,11.15,11.15,11.05,11.15,115800
2022-06-06,11.15,11.15,11.0,11.1,168996
2022-06-07,11.05,11.15,11.05,11.05,90092
2022-06-08,11.1,11.1,11.05,11.05,63020
2022-06-09,11.05,11.1,11.05,11.1,77306
2022-06-10,11.0,11.1,11.0,11.1,94043
2022-06-13,11.0,11.0,10.85,10.85,244000
2022-06-14,10.8,10.9,10.75,10.85,161010
2022-06-15,10.85,11.15,10.85,11.1,238214
2022-06-16,11.15,11.15,10.95,11.0,74200
2022-06-17,10.95,11.0,10.8,10.95,187147
2022-06-20,10.9,10.9,10.7,10.7,222956
2022-06-21,10.85,10.95,10.75,10.95,132101
2022-06-22,10.9,10.9,10.6,10.6,294000
2022-06-23,10.75,10.8,10.6,10.6,182336
2022-06-24,10.7,10.9,10.7,10.8,192095
2022-06-27,10.95,11.0,10.85,10.95,147411
2022-06-28,10.9,10.95,10.75,10.9,116281
2022-06-29,10.8,10.85,10.75,10.8,47002
2022-06-30,10.75,10.8,10.6,10.7,181093
2022-07-01,10.65,10.7,10.4,10.5,276500
2022-07-04,10.5,10.65,10.4,10.5,133166
2022-07-05,10.65,10.7,10.5,10.55,134152
2022-07-06,10.6,10.75,10.55,10.6,105120
2022-07-07,10.6,10.7,10.55,10.6,104005
2022-07-08,10.6,10.7,10.55,10.65,145716
2022-07-11,10.65,10.65,10.55,10.55,51070
2022-07-12,10.55,10.55,10.25,10.35,221965
2022-07-13,10.45,10.6,10.45,10.5,99006
2022-07-14,10.5,10.6,10.5,10.5,75120
2022-07-15,10.5,10.55,10.35,10.5,100063
2022-07-18,10.55,10.6,10.5,10.55,94083
2022-07-19,10.55,10.8,10.5,10.75,184314
2022-07-20,10.75,10.85,10.6,10.6,121517
2022-07-21,10.65,10.75,10.65,10.65,59083
2022-07-22,10.65,10.7,10.6,10.6,87328
2022-07-25,10.65,10.8,10.65,10.7,96115
2022-07-26,10.7,10.85,10.7,10.85,166233
2022-07-27,10.85,10.85,10.7,10.75,67006
2022-07-28,10.75,10.85,10.65,10.7,93441
2022-07-29,10.7,10.85,10.7,10.8,152060
2022-08-01,10.8,10.95,10.75,10.85,116330
2022-08-02,10.8,10.85,10.75,10.75,76105
2022-08-03,10.85,10.85,10.55,10.55,142576
2022-08-04,10.65,10.7,10.55,10.65,96023
2022-08-05,10.75,10.8,10.65,10.75,113006
2022-08-08,10.75,10.8,10.65,10.7,53000
2022-08-09,10.7,10.8,10.7,10.7,85401
2022-08-10,10.65,10.8,10.65,10.8,71408
2022-08-11,10.95,11.0,10.8,10.95,303423
2022-08-12,10.95,11.1,10.9,11.1,243310
2022-08-15,11.15,11.55,11.15,11.45,524414
2022-08-16,11.55,11.55,11.3,11.45,237220
2022-08-17,11.5,11.6,11.2,11.3,751770
2022-08-18,11.35,11.45,11.25,11.25,437376
2022-08-19,11.35,11.55,11.35,11.55,258062
2022-08-22,11.4,11.7,11.4,11.6,440101
2022-08-23,11.6,11.75,11.55,11.65,287197
2022-08-24,11.65,11.75,11.6,11.65,302847
2022-08-25,11.65,11.8,11.65,11.8,546805
2022-08-26,11.25,11.3,11.1,11.15,436678
2022-08-29,11.05,11.05,10.85,10.95,304964
2022-08-30,10.95,10.95,10.8,10.9,381266
2022-08-31,10.85,10.9,10.8,10.9,221545
2022-09-01,10.85,10.85,10.7,10.75,402983
2022-09-02,10.75,10.8,10.65,10.75,162005
2022-09-05,10.7,10.75,10.65,10.75,179208
2022-09-06,10.75,10.8,10.6,10.7,215072
2022-09-07,10.6,10.6,10.4,10.5,323060
2022-09-08,10.55,10.65,10.5,10.6,177266
2022-09-12,10.75,10.9,10.75,10.85,273119
2022-09-13,10.9,10.95,10.85,10.9,271120
2022-09-14,10.75,10.85,10.7,10.85,168201
2022-09-15,10.8,10.85,10.75,10.75,179139
2022-09-16,10.7,10.75,10.65,10.7,87111
2022-09-19,10.8,10.8,10.7,10.75,227897
2022-09-20,10.8,10.8,10.75,10.75,81001
2022-09-21,10.7,10.75,10.7,10.7,123359
2022-09-22,10.7,10.7,10.55,10.6,225391
2022-09-23,10.55,10.65,10.45,10.6,218185
2022-09-26,10.55,10.55,10.4,10.5,185503
2022-09-27,10.5,10.5,10.4,10.5,68418
2022-09-28,10.45,10.45,10.2,10.2,315407
2022-09-29,10.35,10.35,10.25,10.3,288727
2022-09-30,10.3,10.45,10.3,10.3,139482
2022-10-03,10.2,10.35,10.2,10.25,75423
2022-10-04,10.3,10.4,10.25,10.4,102042
2022-10-05,10.45,10.5,10.35,10.35,91808
2022-10-06,10.4,10.4,10.3,10.35,114201
2022-10-07,10.35,10.4,10.25,10.35,210001
