Date,Open,High,Low,Close,Volume
2022-06-01,21.9,22.1,21.3,21.5,1249431
2022-06-02,21.5,21.6,20.95,21.6,1123564
2022-06-06,22.2,23.75,22.05,23.75,2183434
2022-06-07,24.3,26.1,23.2,26.1,4557381
2022-06-08,26.6,27.3,23.5,23.5,23374383
2022-06-09,25.0,25.85,24.6,25.85,11545407
2022-06-10,27.0,28.4,27.0,28.4,18962487
2022-06-13,29.3,30.3,26.85,28.7,57025819
2022-06-14,28.7,28.7,25.95,27.0,15872580
2022-06-15,27.3,29.2,27.1,28.55,35007582
2022-06-16,28.0,28.9,25.75,26.35,25195931
2022-06-17,26.0,26.65,24.0,24.3,13776081
2022-06-20,24.7,25.0,22.0,22.0,19541984
2022-06-21,22.6,24.2,22.0,24.2,12373370
2022-06-22,25.3,26.2,23.55,24.65,37428615
2022-06-23,24.5,24.6,22.5,22.7,16180522
2022-06-24,23.35,24.65,23.15,23.9,17720326
2022-06-27,24.15,24.7,23.65,24.1,9702564
2022-06-28,24.2,24.3,23.3,23.9,5337084
2022-06-29,23.5,24.5,23.5,23.75,6099221
2022-06-30,23.9,26.1,23.9,26.1,39482265
2022-07-01,26.3,26.7,24.65,25.9,35094463
2022-07-04,26.3,27.85,25.95,27.4,39390162
2022-07-05,27.0,30.1,26.95,30.1,38308476
2022-07-06,29.9,32.5,27.15,27.6,76742504
2022-07-07,29.0,30.35,27.85,30.35,47919189
2022-07-08,29.6,30.95,27.6,28.35,59467972
2022-07-11,28.1,28.65,26.4,26.65,23376174
2022-07-12,26.4,26.9,24.25,25.1,20608786
2022-07-13,26.0,26.65,24.95,24.95,17830623
2022-07-14,24.55,26.5,24.3,25.6,33376673
2022-07-15,25.15,26.85,25.15,26.25,24523770
2022-07-18,26.15,28.0,26.05,27.7,23153422
2022-07-19,27.55,28.5,27.55,27.85,18903882
2022-07-20,28.3,28.75,26.8,27.2,17342357
2022-07-21,27.3,28.05,26.75,27.95,12344518
2022-07-22,28.1,28.15,26.75,26.9,10650669
2022-07-25,26.5,27.25,26.35,27.15,5492456
2022-07-26,26.9,27.0,25.8,26.15,5099367
2022-07-27,26.15,28.75,26.15,28.75,26046045
2022-07-28,29.0,29.95,28.35,28.4,48002338
2022-07-29,28.35,30.0,27.85,29.5,25612400
2022-08-01,29.5,30.2,29.1,30.1,21326059
2022-08-02,29.3,29.8,27.55,28.45,13869176
2022-08-03,28.75,28.9,27.35,28.2,10962089
2022-08-04,28.0,28.0,26.6,28.0,9635399
2022-08-05,28.5,30.7,28.3,29.65,29744201
2022-08-08,29.5,30.2,28.0,28.45,17081630
2022-08-09,28.3,28.95,28.25,28.9,7192464
2022-08-10,27.75,28.0,27.1,27.3,11127843
2022-08-11,26.6,27.8,25.6,25.95,27627808
2022-08-12,26.1,26.35,25.85,25.95,6739318
2022-08-15,25.95,26.3,25.0,25.7,6752294
2022-08-16,26.05,26.8,25.95,26.25,7981511
2022-08-17,26.35,27.25,26.3,26.9,13366881
2022-08-18,26.7,27.3,26.5,26.6,6570472
2022-08-19,26.6,26.85,26.3,26.35,3739499
2022-08-22,26.0,26.6,25.5,25.5,3547821
2022-08-23,25.3,25.5,24.75,24.95,4367662
2022-08-24,25.15,25.7,25.0,25.45,2717501
2022-08-25,25.5,26.7,25.5,26.5,6451231
2022-08-26,26.5,26.6,25.75,25.9,5065584
2022-08-29,25.0,25.35,24.4,25.1,2893067
2022-08-30,25.2,25.75,25.15,25.3,2098267
2022-08-31,25.5,25.55,24.95,24.95,1907129
2022-09-01,24.8,24.8,24.0,24.0,3731136
2022-09-02,24.15,24.25,23.55,23.6,3218453
2022-09-05,23.8,23.95,22.9,22.95,2178332
2022-09-06,23.1,23.85,22.45,22.55,2764792
2022-09-07,22.55,23.05,22.15,22.85,2082032
2022-09-08,23.7,24.0,23.1,23.45,3004378
2022-09-12,23.95,23.95,23.5,23.5,1251287
2022-09-13,23.9,24.15,23.7,23.75,1610477
2022-09-14,22.65,23.55,22.5,23.45,1234203
2022-09-15,23.9,23.9,23.15,23.15,1090391
2022-09-16,23.25,23.35,22.8,22.8,906940
2022-09-19,23.0,23.05,22.2,22.3,1098648
2022-09-20,22.6,23.45,22.5,23.45,1501094
2022-09-21,23.05,23.2,22.4,22.8,1313692
2022-09-22,22.5,23.65,22.25,23.65,2187819
2022-09-23,23.5,23.65,22.6,22.65,1606252
2022-09-26,22.0,22.5,20.85,20.9,2525539
2022-09-27,21.35,21.45,20.5,21.4,1881719
2022-09-28,21.2,21.4,19.9,20.0,2394588
2022-09-29,20.6,21.35,20.6,20.75,1939727
2022-09-30,20.0,20.95,19.85,20.9,1460109
2022-10-03,20.75,21.6,20.5,21.5,1516986
2022-10-04,22.2,23.65,22.1,23.1,6607102
2022-10-05,23.1,23.5,22.25,22.9,3451547
2022-10-06,23.05,23.2,22.65,22.7,1125055
2022-10-07,22.7,22.8,22.4,22.4,1245357
2022-10-11,21.65,21.7,20.8,20.9,1569124
2022-10-12,21.3,21.45,20.65,20.95,1150997
2022-10-13,21.15,21.15,19.15,19.15,2102989
2022-10-14,20.0,20.95,19.85,20.6,1323692
2022-10-17,20.35,21.45,19.7,21.2,1952417
2022-10-18,21.85,22.35,21.2,21.5,2118505
2022-10-19,21.5,22.05,21.15,21.5,1318410
2022-10-20,21.2,21.5,20.85,21.3,837261
2022-10-21,21.45,21.45,20.7,20.7,856846
2022-10-24,21.2,21.75,21.2,21.4,969934
2022-10-25,21.4,21.5,21.0,21.2,640320
2022-10-26,21.35,22.0,21.05,21.75,1359198
2022-10-27,21.75,22.05,21.5,21.75,1510113
2022-10-28,21.9,21.95,20.95,20.95,957987
2022-10-31,21.25,22.0,21.2,21.85,1220319
2022-11-01,21.85,22.5,21.75,22.35,1485421
2022-11-02,22.2,22.55,22.0,22.15,644148
2022-11-03,22.1,22.6,21.85,22.6,1268014
2022-11-04,22.6,22.8,22.2,22.45,906678
2022-11-07,22.8,23.6,22.6,23.05,2402384
2022-11-08,23.2,23.5,21.75,22.95,1094084
2022-11-09,23.2,24.0,22.7,23.7,2746070
2022-11-10,23.9,24.1,22.6,22.6,3064954
2022-11-11,23.95,24.1,23.25,23.45,2979674
2022-11-14,23.9,24.25,23.5,24.05,2632414
