Date,Open,High,Low,Close,Volume
2022-05-09,21.2,21.2,21.1,21.1,2007
2022-05-10,21.3,23.2,21.3,23.2,8030
2022-05-11,23.3,24.85,23.25,23.5,8000
2022-05-12,23.55,24.95,23.55,24.7,13569
2022-05-13,25.5,27.1,25.45,27.05,34233
2022-05-16,27.0,29.65,27.0,29.5,30609
2022-05-17,29.5,30.4,29.5,30.0,47870
2022-05-18,30.7,30.7,27.1,30.2,34994
2022-05-19,29.85,29.85,27.2,27.2,17316
2022-05-20,27.4,27.4,25.55,25.55,7121
2022-05-23,25.35,25.35,24.1,24.85,9198
2022-05-24,24.2,27.2,22.45,27.15,48043
2022-05-25,25.3,26.8,25.2,26.8,5005
2022-05-26,28.3,28.3,27.65,27.65,11000
2022-05-27,28.35,28.35,28.35,28.35,1392
2022-05-30,28.3,28.95,25.7,26.95,32007
2022-05-31,26.05,27.8,26.0,27.75,8100
2022-06-01,28.6,28.85,25.0,27.1,30716
2022-06-02,25.0,26.2,25.0,26.2,16054
2022-06-06,24.4,25.2,24.4,24.55,4134
2022-06-07,24.5,24.5,23.3,24.45,13580
2022-06-08,23.6,26.85,23.25,26.5,38580
2022-06-09,26.45,26.75,26.45,26.75,5400
2022-06-10,26.95,28.9,26.95,28.25,35019
2022-06-13,29.35,29.35,25.45,27.2,43291
2022-06-14,25.3,26.3,24.55,25.55,43229
2022-06-15,24.95,26.05,23.85,25.3,23521
2022-06-16,23.45,25.35,22.8,25.25,27380
2022-06-17,24.4,25.25,24.0,25.0,73076
2022-06-20,24.95,24.95,23.0,24.2,24000
2022-06-21,23.4,23.75,22.35,23.0,19589
2022-06-22,22.2,23.15,22.2,22.9,9251
2022-06-23,22.1,23.6,22.05,22.95,17004
2022-06-24,22.95,23.75,22.95,23.7,13000
2022-06-27,24.65,24.65,24.35,24.35,15000
2022-06-28,24.35,24.95,24.3,24.3,21000
2022-06-29,24.3,25.15,24.3,25.1,11452
2022-06-30,24.3,25.35,24.3,25.3,32130
2022-07-01,25.3,25.3,22.9,23.95,12049
2022-07-04,23.9,24.35,22.35,23.15,27632
2022-07-05,22.55,23.45,22.55,23.45,3580
2022-07-06,23.45,23.9,22.15,23.9,12076
2022-07-07,23.95,23.95,23.95,23.95,1100
2022-07-08,23.25,23.65,22.85,23.5,11528
2022-07-11,22.75,23.7,22.7,23.6,12005
2022-07-12,23.5,23.85,23.5,23.85,4000
2022-07-13,24.4,24.4,21.5,23.0,44050
2022-07-14,21.6,22.2,20.7,20.8,35502
2022-07-15,19.95,20.9,19.9,20.9,19026
2022-07-18,21.4,21.4,21.4,21.4,2001
2022-07-19,21.7,21.7,21.7,21.7,2000
2022-07-20,22.3,22.3,22.3,22.3,3000
2022-07-21,22.95,22.95,22.6,22.75,4000
2022-07-22,23.0,23.0,20.55,20.55,11132
2022-07-25,19.9,20.55,18.5,20.0,99182
2022-07-26,18.75,19.35,18.5,18.95,35455
2022-07-27,18.8,18.8,18.15,18.7,23003
2022-07-28,18.05,18.65,16.85,17.0,87205
2022-07-29,16.95,17.15,16.55,17.15,20001
2022-08-01,17.4,17.45,17.2,17.2,68199
2022-08-02,17.4,17.8,17.2,17.35,43100
2022-08-03,18.3,18.45,18.3,18.4,22452
2022-08-04,18.7,19.8,17.0,17.0,81051
2022-08-05,17.0,17.4,16.75,17.3,29233
2022-08-08,17.8,17.8,17.1,17.1,63001
2022-08-09,17.15,17.4,17.0,17.4,19942
2022-08-10,17.4,18.1,17.4,17.6,12172
2022-08-11,18.25,18.25,17.25,18.0,13577
2022-08-12,19.1,19.1,18.6,18.7,15100
2022-08-15,18.8,18.8,18.1,18.1,25235
2022-08-16,17.25,18.3,17.25,18.3,14327
2022-08-17,18.25,18.6,18.0,18.5,8139
2022-08-18,19.6,19.6,18.3,18.45,7001
