股票代碼,股票名稱,EPS,ROE,營收成長率,速動比率,現價,市值,產業,部門
1213.TW,"Oceanic Beverages Co., Inc.",8.7,104.096,322.7,4.411,13.8,781391872.0,Beverages - Non-Alcoholic,Consumer Defensive
1446.TW,"Hong Ho Precision Textile Co.,Ltd.",9.82,62.976,30.7,1.491,31.15,4289666560.0,Textile Manufacturing,Consumer Cyclical
4763.TW,"Jinan Acetate Chemical Co., Ltd.",84.26,62.77199999999999,18.099999999999998,3.394,859.0,84967727104.0,Chemicals,Basic Materials
1519.TW,"Fortune Electric Co., Ltd.",14.92,57.304,27.6,0.763,449.5,129080221696.0,Electrical Equipment & Parts,Industrials
6757.TW,"Tigerair Taiwan Co., Ltd.",6.15,46.760000000000005,10.7,1.595,90.5,41587462144.0,Airlines,Industrials
6409.TW,Voltronic Power Technology Corp.,47.89,45.981997,9.0,1.556,1530.0,134212517888.0,Electrical Equipment & Parts,Industrials
2345.TW,Accton Technology Corporation,21.35,39.034998,77.5,1.012,576.0,321931018240.0,Communication Equipment,Technology
2543.TW,"Hwang Chang General Contractor Co., Ltd",5.2,38.769,-6.4,0.767,82.4,37494390784.0,Engineering & Construction,Industrials
2348.TW,"Hi-Yes International Co., Ltd.",19.14,37.653999999999996,21.099999999999998,0.859,146.0,22153310208.0,Real Estate Services,Real Estate
6442.TW,EZconn Corporation,14.21,36.720002,303.4,1.739,412.5,31349999616.0,Electronic Components,Technology
2739.TW,"My Humble House Hospitality Management Consulting Co., Ltd.",5.39,36.272999999999996,1.3,0.469,42.75,3912736512.0,Lodging,Consumer Cyclical
6669.TW,Wiwynn Corporation,122.5,34.923,97.5,1.136,1635.0,303850029056.0,Computer Hardware,Technology
6691.TW,"Yankey Engineering Co., Ltd.",19.34,34.150999999999996,62.7,1.547,390.5,40950562816.0,Engineering & Construction,Industrials
8454.TW,momo.com Inc.,13.68,34.092999,1.9,0.541,347.5,87694057472.0,Internet Retail,Consumer Cyclical
9906.TW,Hsin Ba Ba Corporation,6.39,33.585,1185.3999999999999,0.236,102.5,9263540224.0,Engineering & Construction,Industrials
3443.TW,Global Unichip Corp.,25.53,32.901,-4.6,1.062,1050.0,140711542784.0,Semiconductors,Technology
2059.TW,"King Slide Works Co., Ltd.",63.51,32.631,66.10000000000001,6.565,1650.0,157240049664.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
2379.TW,Realtek Semiconductor Corp.,29.32,32.127,16.6,1.219,523.0,268227346432.0,Semiconductors,Technology
2364.TW,Twinhead International Corp.,4.07,31.881999999999998,10.6,0.685,79.3,3195686912.0,Computer Hardware,Technology
6139.TW,"L&K Engineering Co., Ltd.",17.9,31.806,12.6,1.224,232.5,54173659136.0,Engineering & Construction,Industrials
2597.TW,"Ruentex Engineering & Construction Co., Ltd.",10.7,31.796999999999997,15.1,1.14,176.5,45701144576.0,Engineering & Construction,Industrials
3025.TW,"Loop Telecommunication International,Inc.",3.66,31.759999999999998,111.60000000000001,1.912,57.6,3268051200.0,Communication Equipment,Technology
6924.TW,,7.26,31.280002,31.4,1.898,81.0,1688850048.0,Electronic Components,Technology
3017.TW,"Asia Vital Components Co., Ltd.",20.61,30.993998,25.0,0.656,454.0,176013541376.0,Electronic Components,Technology
2383.TW,"Elite Material Co., Ltd.",27.32,30.916,44.1,1.369,545.0,188914434048.0,Electronic Components,Technology
1805.TW,"Better Life Group Co., LTD.",2.72,30.773001999999998,41617.700000000004,0.963,16.0,2159520000.0,Real Estate - Development,Real Estate
8210.TW,"Chenbro Micom Co., Ltd.",15.6,30.711,-18.3,1.136,250.5,30307493888.0,Computer Hardware,Technology
6625.TW,"B'in Live Co., Ltd.",5.69,30.581000000000003,18.6,1.628,69.9,4052277760.0,Entertainment,Communication Services
6472.TW,"Bora Pharmaceuticals Co., LTD.",35.83,30.178,79.3,1.257,675.0,69655273472.0,Drug Manufacturers - Specialty & Generic,Healthcare
3034.TW,Novatek Microelectronics Corp.,33.38,30.104999999999997,-7.000000000000001,2.852,545.0,331639029760.0,Semiconductors,Technology
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,45.22,30.036,38.800000000000004,2.131,910.0,23598756528128.0,Semiconductors,Technology
5225.TW,Eastech Holding Limited,12.18,29.483998,10.2,1.357,109.5,8537024512.0,Consumer Electronics,Technology
2368.TW,Gold Circuit Electronics Ltd.,11.25,29.444999,15.4,1.361,201.0,97824489472.0,Electronic Components,Technology
1475.TW,"Big Sun Shine CO., LTD.",7.21,29.125,79.60000000000001,3.432,54.0,3564918016.0,Textile Manufacturing,Consumer Cyclical
8487.TW,"ELTA Technology Co.,Ltd.",6.74,29.013002,14.899999999999999,2.613,77.7,2061769472.0,Entertainment,Communication Services
3356.TW,GeoVision Inc.,7.18,28.766000000000002,-4.3,5.847,52.9,3763734272.0,Security & Protection Services,Industrials
2382.TW,Quanta Computer Inc.,15.33,28.421999999999997,45.0,0.9,224.5,865339768832.0,Computer Hardware,Technology
6197.TW,"Jess-link Products Co., Ltd.",8.55,28.168,12.5,2.403,121.5,14833448960.0,Computer Hardware,Technology
3130.TW,104 Corporation,14.04,28.077,8.7,1.636,222.0,7368335360.0,Staffing & Employment Services,Industrials
6670.TW,"FuSheng Precision Co., Ltd.",27.19,27.872999999999998,26.0,1.565,348.5,52105629696.0,Leisure,Consumer Cyclical
3533.TW,"Lotes Co., Ltd",82.29,27.861000000000004,26.3,2.862,1375.0,154735624192.0,Electronic Components,Technology
3056.TW,"Fu Hua Innovation Co., Ltd.",6.14,27.633000000000003,42114.0,0.699,37.6,13384358912.0,Real Estate - Development,Real Estate
2912.TW,President Chain Store Corporation,11.08,27.519,5.800000000000001,0.595,251.0,260944609280.0,Grocery Stores,Consumer Defensive
2454.TW,MediaTek Inc.,66.8,27.497998000000003,6.5,1.023,1390.0,2215479345152.0,Semiconductors,Technology
3617.TW,"Cyber Power Systems, Inc.",24.17,27.387,14.000000000000002,1.429,279.5,26319396864.0,Electrical Equipment & Parts,Industrials
2707.TW,Formosa International Hotels Corporation,10.51,27.289,-4.6,1.431,206.5,26308718592.0,Lodging,Consumer Cyclical
1477.TW,"Makalot Industrial Co., Ltd.",16.6,27.181998,7.7,0.911,306.5,75611709440.0,Apparel Manufacturing,Consumer Cyclical
8114.TW,"Posiflex Technology, Inc.",10.24,27.177,103.8,1.489,268.0,20456439808.0,Business Equipment & Supplies,Industrials
8464.TW,"Nien Made Enterprise Co., LTD.",23.5,27.111998,9.9,2.859,394.0,115449880576.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
2458.TW,ELAN Microelectronics Corporation,9.45,26.966,-2.4,1.882,136.0,38926462976.0,Semiconductors,Technology
2603.TW,Evergreen Marine Corporation (Taiwan) Ltd.,64.77,26.830998,66.2,1.964,220.5,477391355904.0,Marine Shipping,Industrials
2727.TW,Wowprime Corp.,15.27,26.703,0.4,0.778,225.0,18643275776.0,Restaurants,Consumer Cyclical
4994.TW,"X-Legend Entertainment Co., Ltd.",4.77,26.518000000000004,-12.7,3.692,98.6,6545403392.0,Electronic Gaming & Multimedia,Communication Services
1795.TW,"Lotus Pharmaceutical Co., Ltd.",19.22,26.305,28.999999999999996,1.628,222.0,58907701248.0,Drug Manufacturers - Specialty & Generic,Healthcare
6515.TW,"WinWay Technology Co., Ltd.",33.59,26.266000000000002,128.7,2.249,956.0,35062349824.0,Semiconductors,Technology
3653.TW,"Jentech Precision Industrial Co., Ltd",24.06,25.301000000000002,41.5,1.866,976.0,139491868672.0,Electronic Components,Technology
4771.TW,Vizionfocus Inc.,11.61,24.773,-5.6000000000000005,2.257,201.0,11642925056.0,Medical Instruments & Supplies,Healthcare
3014.TW,ITE Tech. Inc,9.98,24.731001,13.100000000000001,2.779,139.5,23161882624.0,Semiconductors,Technology
2101.TW,"Nankang Rubber Tire Corp.,Ltd.",3.53,24.644,5.5,0.234,38.8,32356675584.0,Auto Parts,Consumer Cyclical
2248.TW,"Shining Victory Motor Electronic Co., Ltd.",6.39,24.514,-0.3,1.191,54.8,2301600000.0,Auto Parts,Consumer Cyclical
2618.TW,EVA Airways Corp.,5.32,24.454,4.6,1.077,40.55,218987823104.0,Airlines,Industrials
1476.TW,"Eclat Textile Co., Ltd.",24.18,24.329,12.6,2.305,440.0,120721481728.0,Apparel Manufacturing,Consumer Cyclical
6951.TW,"Chin Hsin Environ Engineering Co., Ltd.",4.84,24.283001000000002,50.3,1.97,68.4,3146400000.0,Waste Management,Industrials
6805.TW,Fositek Corp.,17.9,24.204001,55.800000000000004,1.302,579.0,39692709888.0,Computer Hardware,Technology
6189.TW,"Promate Electronic Co.,Ltd.",6.28,24.122,8.7,1.211,68.0,14874387456.0,Electronics & Computer Distribution,Technology
8467.TW,Bonny Worldwide Limited,11.38,24.094999,32.7,3.306,181.0,9273172992.0,Leisure,Consumer Cyclical
1232.TW,TTET Union Corporation,8.23,24.055,-2.8000000000000003,1.674,150.0,23996252160.0,Packaged Foods,Consumer Defensive
5292.TW,Desiccant Technology Corporation,9.8,24.044999999999998,9.6,1.61,144.0,5512320000.0,Pollution & Treatment Controls,Industrials
2520.TW,"Kindom Development Co., Ltd.",10.21,23.996000000000002,17.7,0.98,53.2,28806682624.0,Real Estate - Diversified,Real Estate
3023.TW,"SINBON Electronics Co., Ltd.",14.55,23.976,12.9,1.195,254.5,61097558016.0,Electronic Components,Technology
6117.TW,In Win Development Inc.,3.94,23.902,1.5,1.226,82.8,7536075264.0,Computer Hardware,Technology
2480.TW,Stark Technology Inc.,7.46,23.783001000000002,13.3,0.638,136.0,14464960512.0,Computer Hardware,Technology
2540.TW,"JSL Construction & Development Co., Ltd.",3.06,23.754998999999998,32.800000000000004,0.205,83.2,56152510464.0,Real Estate Services,Real Estate
3030.TW,"Test Research, Inc.",7.76,23.75,14.299999999999999,2.83,109.5,25865652224.0,Scientific & Technical Instruments,Technology
2545.TW,Huang Hsiang Construction Corporation,9.04,23.567,-18.099999999999998,0.153,64.4,21106135040.0,Real Estate - Diversified,Real Estate
6887.TW,,7.42,23.502001,53.2,0.863,92.1,6806144000.0,Waste Management,Industrials
9910.TW,"Feng Tay Enterprises Co., Ltd.",5.94,23.256001,-2.9000000000000004,1.066,119.0,117510479872.0,Footwear & Accessories,Consumer Cyclical
4588.TW,Arch Meter Corporation,4.19,23.181999,58.199999999999996,1.337,75.9,3262561536.0,Electrical Equipment & Parts,Industrials
2376.TW,"Giga-Byte Technology Co., Ltd.",14.47,23.125999999999998,43.9,1.455,242.0,162113142784.0,Computer Hardware,Technology
2731.TW,"Lion Travel Service Co., Ltd.",9.75,23.114,11.700000000000001,1.076,125.0,11659750400.0,Travel Services,Consumer Cyclical
6412.TW,"Chicony Power Technology Co., Ltd.",8.23,22.782,9.6,1.034,113.5,45487280128.0,Electrical Equipment & Parts,Industrials
1615.TW,Dah San Electric Wire & Cable Corp.,3.94,22.678,1.5,1.488,56.9,10657313792.0,Electrical Equipment & Parts,Industrials
2493.TW,"Ampoc Far-East Co., Ltd.",6.01,22.524999,6.2,2.192,89.8,10276443136.0,Semiconductor Equipment & Materials,Technology
2360.TW,Chroma ATE Inc.,12.39,22.516,20.200000000000003,1.382,285.0,120745099264.0,Scientific & Technical Instruments,Technology
3661.TW,"Alchip Technologies, Limited",78.77,22.418,41.699999999999996,3.333,2740.0,220978266112.0,Semiconductors,Technology
1736.TW,"Johnson Health Tech .Co., Ltd.",8.01,22.409001,36.6,0.778,197.0,59750100992.0,Leisure,Consumer Cyclical
2207.TW,"Hotai Motor Co.,Ltd.",36.72,22.325,3.2,0.935,602.0,335375990784.0,Auto & Truck Dealerships,Consumer Cyclical
6957.TW,,14.21,22.184,-5.2,1.442,190.0,10490090496.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1441.TW,"Tah Tong Textile Co., Ltd.",1.63,22.035,57.599999999999994,0.283,13.15,943433600.0,Textile Manufacturing,Consumer Cyclical
5434.TW,"Topco Scientific Co.,Ltd.",18.79,21.979000000000003,30.0,1.046,261.0,49861439488.0,Electronics & Computer Distribution,Technology
4770.TW,Allied Supreme Corp.,21.55,21.95,25.5,3.396,270.5,21633507328.0,Specialty Chemicals,Basic Materials
9917.TW,"Taiwan Secom Co., Ltd.",6.41,21.795,7.199999999999999,1.032,122.0,54089920512.0,Security & Protection Services,Industrials
2539.TW,"Sakura Development Co.,Ltd",2.85,21.708,187.20000000000002,0.128,63.0,62637879296.0,Real Estate - Development,Real Estate
3557.TW,"Jia Wei Lifestyle, Inc.",6.81,21.5,1.0999999999999999,0.63,60.9,4890294272.0,Specialty Retail,Consumer Cyclical
2385.TW,"Chicony Electronics Co., Ltd.",12.26,21.316999,7.3999999999999995,1.197,168.0,116814929920.0,Computer Hardware,Technology
8442.TW,WW Holding Inc.,10.16,21.252,6.800000000000001,1.326,94.4,6350759936.0,Leisure,Consumer Cyclical
1463.TW,"Chyang Sheng Texing Co., Ltd.",3.27,21.166999999999998,378.6,2.721,26.6,4372853760.0,Textile Manufacturing,Consumer Cyclical
1342.TW,"Cathay Consolidated, Inc.",6.18,21.096,3.4000000000000004,1.884,93.6,7345906176.0,Textile Manufacturing,Consumer Cyclical
6753.TW,"Lungteh Shipbuilding Co., Ltd.",6.07,21.019,37.0,0.987,113.0,12784593920.0,Aerospace & Defense,Industrials
2528.TW,Crowell Development Corp.,3.14,20.962,8422306.0,0.151,40.25,16637700096.0,Real Estate Services,Real Estate
1537.TW,"Kung Long Batteries Industrial Co.,Ltd",11.7,20.915001999999998,35.6,2.597,150.0,12309420032.0,Electrical Equipment & Parts,Industrials
3583.TW,Scientech Corporation,11.37,20.712,32.5,0.448,275.0,22090199040.0,Semiconductors,Technology
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp.,7.33,20.612,18.9,0.649,131.0,64723693568.0,Specialty Industrial Machinery,Industrials
1524.TW,"Gordon Auto Body Parts Co., Ltd.",3.6,20.607,21.0,1.254,40.35,6670258176.0,Auto Parts,Consumer Cyclical
1341.TW,"Fulin Plastic Industry (Cayman) Holding Co., Ltd.",5.31,20.54,24.3,1.101,67.1,3546301952.0,Textile Manufacturing,Consumer Cyclical
6807.TW,FY Group Ltd.,8.85,20.487,41.6,1.423,74.0,3996000000.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
9911.TW,Taiwan Sakura Corporation,5.92,20.474999999999998,5.2,1.265,90.8,19867766784.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
5288.TW,"Eurocharm Holdings Co., Ltd.",16.45,20.417999000000002,-1.7000000000000002,1.722,171.0,11695441920.0,Conglomerates,Industrials
6869.TW,"J&V Energy Technology Co., Ltd.",8.64,20.393998999999997,-5.5,0.899,151.0,20585830400.0,Utilities - Renewable,Utilities
6585.TW,DingZing Advanced Materials Inc.,9.88,20.391001,1.9,2.275,145.0,10360394752.0,Specialty Chemicals,Basic Materials
2615.TW,Wan Hai Lines Ltd.,16.87,20.267001,65.10000000000001,4.086,78.2,219440906240.0,Marine Shipping,Industrials
6176.TW,Radiant Opto-Electronics Corporation,15.45,20.146998999999997,26.3,2.03,180.0,83704864768.0,Electronic Components,Technology
2371.TW,"Tatung Co., Ltd.",6.45,20.093,-18.4,1.403,40.7,85639716864.0,Conglomerates,Industrials
4536.TW,Topkey Corporation,18.75,19.847,31.6,1.862,196.5,17846130688.0,Leisure,Consumer Cyclical
3046.TW,Aopen Inc.,3.82,19.802,-8.4,1.7,48.15,3777271296.0,Computer Hardware,Technology
2421.TW,"Sunonwealth Electric Machine Industry Co., Ltd.",5.45,19.712,18.099999999999998,1.508,87.7,23981037568.0,Specialty Industrial Machinery,Industrials
8462.TW,Power Wind Health Industry Incorporated,4.68,19.618,18.6,0.362,127.0,10071240704.0,Leisure,Consumer Cyclical
1773.TW,"Shiny Chemical Industrial Co., Ltd.",7.19,19.523,13.3,0.536,133.0,33250000896.0,Chemicals,Basic Materials
1713.TW,Cathay Chemical Works Inc.,10.19,19.490999000000002,46.0,2.464,51.9,7834408960.0,Specialty Chemicals,Basic Materials
3413.TW,Foxsemicon Integrated Technology Inc.,22.7,19.489999,42.0,2.147,270.0,28619999232.0,Semiconductor Equipment & Materials,Technology
6206.TW,"Flytech Technology Co., Ltd.",6.88,19.488001,19.900000000000002,4.326,121.5,17382033408.0,Computer Hardware,Technology
3231.TW,Wistron Corporation,5.99,19.418,28.9,0.818,95.3,275784859648.0,Computer Hardware,Technology
6581.TW,"Taiwan Steel Union Co., Ltd.",7.45,19.377,9.2,2.259,108.5,12072903680.0,Waste Management,Industrials
8996.TW,"Kaori Heat Treatment Co., Ltd.",6.36,19.314999999999998,10.7,1.461,222.0,20305229824.0,Specialty Industrial Machinery,Industrials
6183.TW,Trade-Van Information Services Co.,3.39,19.236,9.8,1.462,87.6,13139999744.0,Specialty Business Services,Industrials
4557.TW,Yusin Holding Corp.,9.88,19.096,31.8,1.287,111.5,5348855808.0,Auto Parts,Consumer Cyclical
2020.TW,Mayer Steel Pipe Corporation,3.09,19.09,-19.7,0.476,27.4,7316649472.0,Steel,Basic Materials
6782.TW,Visco Vision Inc.,10.06,19.058001,32.6,1.137,161.0,10142999552.0,Medical Instruments & Supplies,Healthcare
2206.TW,"Sanyang Motor Co., Ltd.",6.01,19.017,-3.4000000000000004,0.709,70.3,55688712192.0,Auto Manufacturers,Consumer Cyclical
3013.TW,Chenming Electronic Tech. Corp.,3.57,18.956,48.5,1.18,108.0,22155012096.0,Computer Hardware,Technology
6890.TW,"Lai Yih Footwear Co., Ltd.",16.1,18.929000000000002,32.300000000000004,1.655,346.0,86292398080.0,Footwear & Accessories,Consumer Cyclical
3406.TW,"Genius Electronic Optical Co.,Ltd.",38.27,18.917,-19.900000000000002,1.783,392.0,44195254272.0,Computer Hardware,Technology
9945.TW,"Ruentex Development Co.,Ltd.",6.06,18.636,1.0999999999999999,0.508,35.1,99491299328.0,Engineering & Construction,Industrials
4766.TW,"Nan Pao Resins Chemical Co., Ltd.",22.23,18.590999999999998,11.700000000000001,1.594,361.0,43525771264.0,Specialty Chemicals,Basic Materials
5706.TW,"Phoenix Tours International, Inc.",3.74,18.584999999999997,48.4,0.85,57.6,4634553344.0,Travel Services,Consumer Cyclical
1231.TW,Lian Hwa Foods Corporation,4.22,18.573,20.9,1.058,127.5,34593554432.0,Packaged Foods,Consumer Defensive
1707.TW,Grape King Bio Ltd,9.7,18.541000999999998,-1.4000000000000001,1.435,141.0,20887316480.0,Drug Manufacturers - Specialty & Generic,Healthcare
3005.TW,Getac Holdings Corporation,7.11,18.529,2.1999999999999997,1.574,113.5,70159228928.0,Computer Hardware,Technology
2610.TW,"China Airlines, Ltd.",2.33,18.444,12.1,0.903,22.5,136119607296.0,Airlines,Industrials
3679.TW,Nishoku Technology Inc.,13.76,18.425,22.6,2.229,140.0,8823107584.0,Electronic Components,Technology
6534.TW,"CH Biotech R&D Co., Ltd.",4.61,18.413,91.60000000000001,1.084,77.0,7915599872.0,Agricultural Inputs,Basic Materials
9930.TW,CHC Resources Corporation,4.65,18.289,15.4,0.975,70.0,17397800960.0,Building Materials,Basic Materials
2816.TW,"Union Insurance Co., Ltd.",5.44,18.21,12.3,0.407,31.0,6931848192.0,Insurance - Diversified,Financial Services
3592.TW,Raydium Semiconductor Corporation,27.25,18.009000999999998,15.7,2.055,339.0,25714913280.0,Semiconductors,Technology
2850.TW,"Shinkong Insurance Co., Ltd.",10.48,18.007,-1.2,5.422,111.0,35071893504.0,Insurance - Property & Casualty,Financial Services
8081.TW,Global Mixed-Mode Technology Inc.,17.88,17.987000000000002,9.3,3.782,227.5,19503347712.0,Semiconductors,Technology
3044.TW,Tripod Technology Corporation,15.85,17.863001,14.000000000000002,1.548,196.0,103018782720.0,Electronic Components,Technology
5234.TW,Daxin Materials Corporation,5.54,17.778999000000002,7.000000000000001,2.209,164.0,16845423616.0,Specialty Chemicals,Basic Materials
1215.TW,"Charoen Pokphand Enterprise (Taiwan) Co., Ltd.",6.54,17.763,1.6,0.36,98.5,29036816384.0,Packaged Foods,Consumer Defensive
9942.TW,NAK Sealing Technologies Corporation,8.62,17.701,-11.600000000000001,3.215,116.0,9646710784.0,Auto Parts,Consumer Cyclical
2395.TW,"Advantech Co., Ltd.",10.4,17.669001,7.8,1.969,375.0,323845881856.0,Computer Hardware,Technology
3029.TW,"Zero One Technology Co., Ltd.",5.21,17.635,60.3,1.382,122.0,20374609920.0,Computer Hardware,Technology
7705.TW,"Mercuries F&B Co., Ltd.",4.1,17.628,8.4,0.297,63.7,4208487168.0,Restaurants,Consumer Cyclical
6491.TW,Pegavision Corporation,23.24,17.62,-11.899999999999999,1.823,359.0,28002000896.0,Medical Instruments & Supplies,Healthcare
2467.TW,C Sun Mfg Ltd.,4.8,17.462,30.2,1.623,144.0,21663502336.0,Specialty Industrial Machinery,Industrials
2420.TW,Zippy Technology Corp.,4.35,17.446,5.5,2.54,58.7,8960495616.0,Electrical Equipment & Parts,Industrials
6655.TW,"Keding Enterprises Co., Ltd.",4.92,17.353001000000003,12.5,0.188,127.0,9872839680.0,Lumber & Wood Production,Basic Materials
5258.TW,"Castles Technology Co., Ltd.",6.29,17.262,-5.5,1.275,76.6,8453958656.0,Business Equipment & Supplies,Industrials
2546.TW,"Kedge Construction Co., Ltd.",7.04,17.235,6.2,1.436,78.0,9604608000.0,Engineering & Construction,Industrials
6914.TW,"PSS Co.,Ltd.",7.12,17.23,8.1,0.808,135.5,8973623296.0,Business Equipment & Supplies,Industrials
2233.TW,"TURVO International Co., Ltd.",10.93,17.224999999999998,2.9000000000000004,1.439,177.0,10670993408.0,Specialty Industrial Machinery,Industrials
2504.TW,"Goldsun Building Materials Co., Ltd.",3.89,17.221001,0.2,1.576,40.75,47957860352.0,Building Materials,Basic Materials
3416.TW,Winmate Inc.,7.04,17.193002,33.7,2.469,145.0,11563315200.0,Electronic Components,Technology
2471.TW,Ares International Corp.,3.29,17.122999,7.3,2.539,58.6,2769084416.0,Information Technology Services,Technology
2530.TW,"Delpha Construction Co.,Ltd.",1.94,17.102999999999998,91788.2,0.087,39.15,32885530624.0,Real Estate Services,Real Estate
6605.TW,"Depo Auto Parts Industrial Co., Ltd.",18.76,17.024,5.800000000000001,1.023,193.0,32002488320.0,Auto Parts,Consumer Cyclical
3045.TW,"Taiwan Mobile Co., Ltd.",4.56,16.865,4.8,0.422,116.5,352355418112.0,Telecom Services,Communication Services
6776.TW,Weblink International Inc.,4.06,16.856001000000003,18.8,0.63,55.8,4552219648.0,Electronics & Computer Distribution,Technology
1590.TW,Airtac International Group,38.13,16.848,3.9,1.968,831.0,166200000512.0,Specialty Industrial Machinery,Industrials
5222.TW,"Transcom, Inc.",4.81,16.760998999999998,-11.799999999999999,2.837,118.0,9557456896.0,Semiconductor Equipment & Materials,Technology
6201.TW,"Ya Horng Electronic Co., Ltd.",4.64,16.665001,-10.9,1.914,60.7,5414439936.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
2609.TW,Yang Ming Marine Transport Corporation,18.32,16.652,102.89999999999999,4.565,74.4,259812245504.0,Marine Shipping,Industrials
8476.TW,"Taiwan Environment Scientific Co., Ltd.",1.62,16.631999999999998,4.5,1.935,23.7,3939556352.0,Waste Management,Industrials
6024.TW,Capital Futures Corporation,5.59,16.628,6.800000000000001,1.091,49.15,12284452864.0,Capital Markets,Financial Services
3450.TW,Elite Advanced Laser Corporation,3.82,16.603,72.2,1.755,235.0,34235033600.0,Semiconductor Equipment & Materials,Technology
8422.TW,Cleanaway Company Limited,9.58,16.561999999999998,22.7,0.651,190.5,20971192320.0,Waste Management,Industrials
1319.TW,"Tong Yang Industry Co., Ltd.",7.4,16.479999,5.6000000000000005,1.398,128.5,76004794368.0,Auto Parts,Consumer Cyclical
3515.TW,ASROCK Incorporation,10.49,16.428,64.2,0.796,185.0,22862299136.0,Computer Hardware,Technology
9935.TW,"Ching Feng Home Fashions Co.,Ltd",2.37,16.369,11.1,1.225,28.55,5077303296.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
9927.TW,"Thye Ming Industrial Co., Ltd.",6.28,16.275999,-15.2,10.451,74.0,12381606912.0,Other Industrial Metals & Mining,Basic Materials
2753.TW,Bafang Yunji International Company Limited,9.03,16.273001,11.4,0.925,171.5,11429617664.0,Restaurants,Consumer Cyclical
9943.TW,"Holiday Entertainment Co.,Ltd",7.74,16.212,-1.0999999999999999,2.196,78.5,9826001920.0,Leisure,Consumer Cyclical
6906.TW,Groundhog Inc.,3.55,16.163999,6.6000000000000005,6.296,125.0,3817799936.0,Information Technology Services,Technology
2497.TW,"E-Lead Electronic Co., Ltd.",3.02,16.145,21.0,1.166,51.3,6299537408.0,Auto Parts,Consumer Cyclical
9939.TW,"Taiwan Hon Chuan Enterprise Co., Ltd.",9.78,16.108998999999997,13.700000000000001,0.843,147.0,43480539136.0,Packaging & Containers,Consumer Cyclical
3596.TW,Arcadyan Technology Corporation,11.13,16.035,-14.399999999999999,0.87,225.0,49579651072.0,Communication Equipment,Technology
1216.TW,Uni-President Enterprises Corp.,3.62,15.977,7.199999999999999,0.681,80.5,457402580992.0,Packaged Foods,Consumer Defensive
1522.TW,"TYC Brother Industrial Co., Ltd.",4.74,15.931999999999999,4.7,0.674,54.1,16876928000.0,Auto Parts,Consumer Cyclical
8016.TW,Sitronix Technology Corporation,15.3,15.901000000000002,2.3,2.358,192.5,23009718272.0,Semiconductors,Technology
6873.TW,"HD Renewable Energy Co., Ltd.",10.64,15.770999999999999,294.20000000000005,1.533,200.5,24241854464.0,Utilities - Renewable,Utilities
6281.TW,E-Life Corporation,4.49,15.565999999999999,-0.8,0.704,75.9,7527222784.0,Specialty Retail,Consumer Cyclical
