股票代碼,股票名稱,EPS,ROE,營收成長率,速動比率,現價,市值,產業,部門
1527.TW,Basso Industry Corp.,3.2,9.2489995,11.3,4.777,40.2,5570554880.0,Tools & Accessories,Industrials
2432.TW,Acer Gadget Inc.,1.86,9.222999,21.8,2.366,34.35,2124890880.0,Computer Hardware,Technology
3021.TW,Welltend Technology Corporation,0.58,9.219,30.099999999999998,1.313,19.8,1898621952.0,Computer Hardware,Technology
1604.TW,Sampo Corporation,2.09,9.203,17.2,0.549,28.0,10185503744.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
3035.TW,Faraday Technology Corporation,4.04,9.19,4.6,2.478,212.5,55366873088.0,Semiconductor Equipment & Materials,Technology
2427.TW,Mercuries Data Systems Ltd.,1.34,9.1730006,15.9,0.567,25.8,5077904384.0,Business Equipment & Supplies,Industrials
4958.TW,Zhen Ding Technology Holding Limited,9.24,9.147,3.2,1.634,103.5,98796855296.0,Electronic Components,Technology
6416.TW,"CASwell, Inc.",4.49,9.114,8.9,1.261,96.0,7041408000.0,Communication Equipment,Technology
2397.TW,DFI Inc.,3.45,9.1129996,36.8,1.173,70.3,8048577024.0,Computer Hardware,Technology
2105.TW,"Cheng Shin Rubber Ind. Co., Ltd.",2.47,9.104,0.3,1.682,50.2,162719285248.0,Auto Parts,Consumer Cyclical
4755.TW,"San Fu Chemical Co., Ltd.",4.09,9.093001000000001,33.4,0.708,106.0,10674836480.0,Specialty Chemicals,Basic Materials
3026.TW,"Holy Stone Enterprise Co.,Ltd.",5.8,9.075,9.3,2.188,87.3,14482197504.0,Electronic Components,Technology
4569.TW,"Sixxon Tech. Co., Ltd.",7.89,9.069,11.1,3.593,152.0,4712000000.0,Metal Fabrication,Industrials
1220.TW,"Tai Roun Products Co.,Ltd.",1.17,9.0670004,13.900000000000002,2.041,14.55,2566605568.0,Packaged Foods,Consumer Defensive
1227.TW,Standard Foods Corporation,1.7,9.035,-3.6999999999999997,1.487,34.3,31158804480.0,Packaged Foods,Consumer Defensive
2887.TW,"Taishin Financial Holding Co., Ltd.",1.39,9.009,19.2,,17.2,223188942848.0,Banks - Regional,Financial Services
2633.TW,Taiwan High Speed Rail Corporation,1.15,8.997,2.0,0.663,26.7,150275342336.0,Railroads,Industrials
1472.TW,"Triocean Industrial Corporation Co., Ltd.",3.3,8.9549996,11.0,1.528,99.9,5243561472.0,Textile Manufacturing,Consumer Cyclical
4440.TW,"Yi Shin Textile Industrial Co., Ltd.",1.75,8.934000000000001,15.5,1.208,25.3,1710229376.0,Textile Manufacturing,Consumer Cyclical
2834.TW,"Taiwan Business Bank, Ltd.",1.22,8.934000000000001,28.199999999999996,,14.6,133852504064.0,Banks - Regional,Financial Services
6715.TW,"Lintes Technology Co., Ltd.",5.16,8.868,-5.4,3.956,124.0,8229743616.0,Communication Equipment,Technology
4137.TW,Chlitina Holding Limited,5.71,8.841000000000001,-16.400000000000002,2.555,115.5,9527826432.0,Household & Personal Products,Consumer Defensive
8482.TW,Shane Global Holding Inc.,4.35,8.8319995,2.6,1.179,83.7,8795446272.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
9938.TW,Taiwan Paiho Limited,4.75,8.809000000000001,20.8,0.725,63.1,18801528832.0,Textile Manufacturing,Consumer Cyclical
1503.TW,Shihlin Electric & Engineering Corp.,5.8,8.7910004,19.6,0.722,146.5,76322398208.0,Electrical Equipment & Parts,Industrials
1702.TW,"Namchow Holdings Co., Ltd.",4.07,8.783000000000001,7.000000000000001,1.428,47.45,11771965440.0,Packaged Foods,Consumer Defensive
3702.TW,WPG Holdings Limited,4.06,8.7749995,26.5,0.714,62.0,104101715968.0,Electronics & Computer Distribution,Technology
3454.TW,Vivotek Inc.,3.4,8.77,16.8,1.252,126.5,10950851584.0,Security & Protection Services,Industrials
5285.TW,"Jih Lin Technology Co., Ltd.",2.51,8.762,-2.9000000000000004,1.578,50.3,5132662272.0,Semiconductors,Technology
6994.TW,"Foxwell Power Co., Ltd.",1.37,8.758000000000001,105.80000000000001,0.748,120.0,8460000256.0,Utilities - Renewable,Utilities
8926.TW,Taiwan Cogeneration Corporation,1.85,8.742999999999999,84.39999999999999,0.91,41.1,30014588928.0,Engineering & Construction,Industrials
8438.TW,"Amia Co.,Ltd",2.2,8.7299995,13.5,1.379,32.25,2255661824.0,Chemicals,Basic Materials
4104.TW,"Excelsior Medical Co., Ltd.",4.7,8.721,4.3,1.273,87.7,14330004480.0,Medical Distribution,Healthcare
2201.TW,Yulon Motor Company Ltd.,3.58,8.67,4.2,0.96,41.45,44039798784.0,Auto Manufacturers,Consumer Cyclical
1339.TW,"Y.C.C. Parts Mfg. Co., Ltd.",5.0,8.621999599999999,-8.200000000000001,1.986,54.6,4047170304.0,Auto Parts,Consumer Cyclical
6128.TW,"General Plastic Industrial Co., Ltd.",2.85,8.615,4.2,0.682,36.55,4663377920.0,Business Equipment & Supplies,Industrials
1568.TW,"Tsang Yow Industrial Co.,Ltd.",1.59,8.609,-15.7,1.902,26.75,2737782272.0,Auto Parts,Consumer Cyclical
1563.TW,"SuperAlloy Industrial Co., Ltd.",3.29,8.609,-12.6,0.953,62.4,14306073600.0,Auto Parts,Consumer Cyclical
2607.TW,Evergreen International Storage & Transport Corporation,2.6,8.573,7.199999999999999,4.868,31.6,33721622528.0,Integrated Freight & Logistics,Industrials
1468.TW,Chang-Ho Fibre Corporation,0.94,8.552,8.0,0.486,13.5,2165467392.0,Textile Manufacturing,Consumer Cyclical
1726.TW,"Yung Chi Paint & Varnish Mfg.Co.,Ltd",5.27,8.538,5.2,3.567,75.6,12247199744.0,Specialty Chemicals,Basic Materials
2010.TW,"Chun Yuan Steel Industry Co., Ltd.",1.65,8.494,8.9,1.224,20.35,13179779072.0,Steel,Basic Materials
4306.TW,"Yem Chio Co., Ltd.",1.24,8.472,37.2,0.555,17.35,11191878656.0,Specialty Chemicals,Basic Materials
6205.TW,"Chant Sincere Co., Ltd.",2.42,8.427,3.9,4.631,62.7,5156197376.0,Electronic Components,Technology
1108.TW,Lucky Cement Co.,1.22,8.387,-10.2,0.393,14.7,5949648384.0,Building Materials,Basic Materials
1731.TW,Maywufa Company Ltd.,1.3,8.361,11.700000000000001,1.983,22.55,2997233152.0,Drug Manufacturers - Specialty & Generic,Healthcare
1709.TW,Formosan Union Chemical Corp.,1.53,8.329,-1.2,0.969,19.1,9111006208.0,Chemicals,Basic Materials
1437.TW,GTM Holdings Corporation,3.24,8.294,11.0,2.135,33.3,6772254208.0,Real Estate Services,Real Estate
2316.TW,"WUS Printed Circuit Co., Ltd.",4.28,8.272999500000001,4.3,1.296,39.8,7221113344.0,Electronic Components,Technology
6799.TW,M3 Technology Inc.,2.84,8.272999500000001,-16.2,6.992,111.0,4680103936.0,Semiconductors,Technology
4938.TW,Pegatron Corporation,6.28,8.2679994,-4.3999999999999995,1.041,83.9,223440814080.0,Computer Hardware,Technology
1734.TW,"Sinphar Pharmaceutical Co.,Ltd.",1.68,8.2150005,14.099999999999998,1.279,31.1,5633454080.0,Biotechnology,Healthcare
2474.TW,"Catcher Technology Co., Ltd.",19.39,8.185001,40.2,1.738,209.5,135995883520.0,Metal Fabrication,Industrials
3028.TW,Zenitron Corporation,2.06,8.1499994,4.7,0.812,32.85,7793366016.0,Semiconductor Equipment & Materials,Technology
6108.TW,APCB Inc.,0.92,8.131,-18.4,1.644,15.25,2394158592.0,Electronic Components,Technology
3376.TW,"Shin Zu Shing Co., Ltd.",7.11,8.1099994,10.0,2.835,225.0,44043300864.0,Metal Fabrication,Industrials
2324.TW,"Compal Electronics, Inc.",2.28,8.087,-5.2,1.018,31.85,138774593536.0,Computer Hardware,Technology
2910.TW,"Tonlin Department Store Co.,Ltd.",1.13,8.012999599999999,3.3000000000000003,1.422,23.2,4069349888.0,Department Stores,Consumer Cyclical
3447.TW,XAVi Technologies Corporation,1.2,8.0019996,92.7,1.023,54.3,4197933056.0,Communication Equipment,Technology
2612.TW,Chinese Maritime Transport Ltd.,5.12,7.988,20.200000000000003,0.702,44.65,8817704960.0,Integrated Freight & Logistics,Industrials
6933.TW,"Amax Holding Co., Ltd.",3.76,7.961,7.3,1.6,153.0,6447863808.0,Electronic Components,Technology
8131.TW,"Formosa Advanced Technologies Co., Ltd.",2.03,7.928,10.100000000000001,7.945,28.4,12559105024.0,Semiconductors,Technology
2516.TW,New Asia Construction & Development Corp.,0.97,7.915,-0.1,0.765,21.35,4831035392.0,Engineering & Construction,Industrials
3138.TW,Auden Techno Corp.,3.04,7.914000000000001,1.4000000000000001,1.426,89.7,4512842752.0,Communication Equipment,Technology
2012.TW,"Chun Yu Works & Co., Ltd.",0.93,7.8549999999999995,15.4,1.179,23.55,6564161536.0,Steel,Basic Materials
5880.TW,"Taiwan Cooperative Financial Holding Co., Ltd.",1.26,7.837,15.8,,24.05,366141997056.0,Banks - Regional,Financial Services
2328.TW,Pan-International Industrial Corp.,1.99,7.789,-12.7,1.742,44.8,23221899264.0,Electronic Components,Technology
9925.TW,"Taiwan Shin Kong Security Co., Ltd.",2.29,7.768999999999999,3.9,1.701,41.3,15867708416.0,Security & Protection Services,Industrials
3712.TW,"FIT Holding Co., Ltd.",4.54,7.738,64.5,1.162,50.6,12459844608.0,Semiconductors,Technology
4560.TW,Strong H Machinery Technology (Cayman) Incorporation,2.04,7.713,35.699999999999996,2.277,34.9,2376592384.0,Tools & Accessories,Industrials
1256.TW,"Sunjuice Holdings Co., Limited",8.56,7.712,-12.9,1.615,131.0,4433328128.0,Beverages - Non-Alcoholic,Consumer Defensive
1718.TW,China Man-Made Fiber Corporation,0.02,7.704999999999999,55.800000000000004,0.079,6.86,9203924992.0,Banks - Regional,Financial Services
3645.TW,Taimide Tech. Inc.,1.76,7.697,62.1,1.057,56.8,7509243904.0,Electronic Components,Technology
2801.TW,"Chang Hwa Commercial Bank, Ltd.",1.33,7.675999999999999,16.7,,17.75,198902956032.0,Banks - Regional,Financial Services
2903.TW,"Far Eastern Department Stores, Ltd.",1.65,7.674,-2.7,0.509,24.25,34161702912.0,Department Stores,Consumer Cyclical
9934.TW,Globe Union Industrial Corp.,1.13,7.656000000000001,2.3,0.732,12.6,5161149440.0,Building Products & Equipment,Industrials
1235.TW,"Shin Tai Industry Co., Ltd.",0.08,7.614999999999999,90.3,0.65,101.0,4436021248.0,Farm Products,Consumer Defensive
2353.TW,Acer Incorporated,1.84,7.588,4.6,0.985,35.45,106570145792.0,Computer Hardware,Technology
4722.TW,Qualipoly Chemical Corp.,2.23,7.577,1.4000000000000001,1.207,59.3,5948442112.0,Specialty Chemicals,Basic Materials
3305.TW,Shenmao Technology Inc,2.95,7.553,44.2,1.458,59.1,7806400512.0,Electronic Components,Technology
5243.TW,"Eson Precision Ind. Co., Ltd.",3.35,7.544000400000001,35.5,1.308,49.55,8350611456.0,Electronic Components,Technology
8367.TW,Chien Shing Harbour Service Company Limited,3.14,7.543000599999999,20.599999999999998,0.67,48.85,4633334272.0,Marine Shipping,Industrials
4720.TW,Tex Year Industries Inc.,1.41,7.539999999999999,10.5,1.018,19.2,2048812928.0,Specialty Chemicals,Basic Materials
2374.TW,"Ability Enterprise Co., Ltd.",1.9,7.5249999999999995,26.6,1.313,50.1,14497837056.0,Electronic Components,Technology
2617.TW,"Taiwan Navigation Co., Ltd.",3.07,7.5,1.7000000000000002,1.995,30.25,12623143936.0,Marine Shipping,Industrials
1504.TW,"TECO Electric & Machinery Co., Ltd.",2.73,7.437,-5.8999999999999995,1.477,49.0,103354720256.0,Specialty Industrial Machinery,Industrials
2450.TW,"Senao International Co.,Ltd.",1.85,7.416,7.000000000000001,1.136,33.55,8664387584.0,Electronics & Computer Distribution,Technology
2436.TW,"Weltrend Semiconductor, Inc.",1.5,7.364,5.3,1.976,50.0,8748950528.0,Semiconductors,Technology
5906.TW,"Tainan Enterprise (Cayman) Co., Limited",1.67,7.217999999999999,-15.0,0.417,56.4,1976289920.0,Apparel Manufacturing,Consumer Cyclical
2845.TW,Far Eastern International Bank Ltd.,1.0,7.1550004000000005,2.7,,13.4,57290358784.0,Banks - Regional,Financial Services
2481.TW,Panjit International Inc.,2.39,7.146,-0.6,1.506,50.6,19335018496.0,Semiconductor Equipment & Materials,Technology
9921.TW,"Giant Manufacturing Co., Ltd.",3.21,7.116,4.8,0.776,140.5,55085129728.0,Leisure,Consumer Cyclical
2062.TW,Sunspring Metal Corporation,2.7,7.093999500000001,-18.6,1.76,28.95,5789826560.0,Building Products & Equipment,Industrials
1733.TW,Apex Biotechnology Corp.,1.27,7.074999999999999,10.7,1.996,33.15,3313349376.0,Biotechnology,Healthcare
5607.TW,"Farglory Free Trade Zone Investment Holding Co., Ltd.",1.97,7.034999999999999,17.299999999999997,0.396,38.4,13950221312.0,Specialty Business Services,Industrials
9907.TW,Ton Yi Industrial Corp.,0.97,7.0169999999999995,43.0,1.392,17.05,26924335104.0,Packaging & Containers,Consumer Cyclical
2838.TW,Union Bank of Taiwan,1.16,6.959,-3.8,,16.95,68766998528.0,Banks - Regional,Financial Services
2302.TW,Rectron Limited,0.75,6.955,42.8,1.146,19.85,3301114880.0,Semiconductor Equipment & Materials,Technology
2028.TW,"Wei Chih Steel Industrial Co., Ltd.",0.97,6.929,-13.900000000000002,0.231,22.6,7322897920.0,Steel,Basic Materials
1717.TW,"Eternal Materials Co., Ltd.",1.55,6.914,4.7,1.327,27.8,32755904512.0,Specialty Chemicals,Basic Materials
5203.TW,CyberLink Corp.,3.92,6.8569995,2.5,2.551,108.5,8567051264.0,Software - Application,Technology
1725.TW,"Yuan Jen Enterprises Co.,Ltd.",1.91,6.848,23.1,2.375,32.25,5864017408.0,Specialty Chemicals,Basic Materials
6271.TW,"Tong Hsing Electronic Industries, Ltd.",8.15,6.836,-6.0,1.904,110.5,23100909568.0,Semiconductor Equipment & Materials,Technology
2355.TW,"Chin-Poon Industrial Co., Ltd.",2.84,6.795,-7.3999999999999995,2.177,32.15,12779464704.0,Electronic Components,Technology
2115.TW,Luhai Holding Corp.,2.04,6.783,11.4,2.2,29.7,3099878144.0,Auto Parts,Consumer Cyclical
4930.TW,"Star Comgistic Capital Co., Ltd.",2.66,6.752,-1.9,1.984,30.0,2400000000.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
6165.TW,Lang Inc.,1.03,6.734999999999999,3.9,2.051,47.6,3701023744.0,Electronic Components,Technology
4942.TW,"Chia Chang Co., Ltd",4.15,6.7059999999999995,-3.6999999999999997,3.08,40.35,5744548352.0,Electronic Components,Technology
2478.TW,"TA-I Technology Co., Ltd.",3.11,6.691,19.7,1.646,46.9,6787884544.0,Electronic Components,Technology
1218.TW,"Taisun Enterprise Co., Ltd.",1.52,6.671,-10.100000000000001,2.919,20.35,9896611840.0,Packaged Foods,Consumer Defensive
2492.TW,Walsin Technology Corporation,6.08,6.665,3.8,0.953,86.5,41935544320.0,Electronic Components,Technology
1603.TW,"China Wire & Cable Co., Ltd.",2.84,6.641,24.2,1.331,34.35,5456359936.0,Electronics & Computer Distribution,Technology
2312.TW,"Kinpo Electronics, Inc.",1.11,6.638,9.700000000000001,0.994,21.4,31951269888.0,Computer Hardware,Technology
4968.TW,RichWave Technology Corporation,1.72,6.578,3.0,3.159,157.0,14237074432.0,Semiconductors,Technology
1456.TW,"I-Hwa Industrial Co.,Ltd",1.1,6.578,-15.6,0.028,14.85,1391742080.0,Real Estate Services,Real Estate
3588.TW,Leadtrend Technology Corporation,1.86,6.565,2.1,3.443,52.1,3148486144.0,Semiconductors,Technology
2392.TW,"Cheng Uei Precision Industry Co., Ltd.",3.62,6.5409996,11.3,1.104,55.0,25455319040.0,Electronic Components,Technology
8162.TW,"Micro Silicon Electronics Co., Ltd.",1.28,6.525,3.9,1.729,34.9,2397699840.0,Semiconductors,Technology
3706.TW,MiTAC Holdings Corporation,3.26,6.519,198.6,0.818,55.1,66481455104.0,Computer Hardware,Technology
1760.TW,Panion & Bf Biotech Inc.,1.45,6.497,-1.2,0.933,73.5,6301816320.0,Biotechnology,Healthcare
1104.TW,Universal Cement Corporation,2.15,6.494,-4.3,1.78,29.2,20051113984.0,Building Materials,Basic Materials
2646.TW,"STARLUX Airlines Co., Ltd.",0.53,6.4750000000000005,47.599999999999994,0.988,25.95,78076551168.0,Airlines,Industrials
8404.TW,Paiho Shih Holdings Corporation,0.93,6.4380005,29.299999999999997,0.438,26.65,10658320384.0,Footwear & Accessories,Consumer Cyclical
2605.TW,Sincere Navigation Corporation,1.88,6.433999999999999,-5.4,0.972,24.6,14399684608.0,Marine Shipping,Industrials
8271.TW,Apacer Technology Inc.,2.17,6.426,-1.7999999999999998,2.269,46.45,5979462144.0,Semiconductors,Technology
6423.TW,Yield Microelectronics Corp.,0.97,6.4159999999999995,15.2,8.278,86.3,2539463936.0,Semiconductors,Technology
6591.TW,Sun Max Tech Limited,3.11,6.4050004,-19.8,2.411,49.15,1854036352.0,Computer Hardware,Technology
1102.TW,Asia Cement Corporation,3.85,6.379,4.6,1.358,46.7,165624348672.0,Building Materials,Basic Materials
4935.TW,Global Lighting Technologies Inc.,4.09,6.363,13.200000000000001,3.891,51.6,6649382400.0,Electronic Components,Technology
8249.TW,Creative Sensor Inc.,3.25,6.337,131.7,1.454,49.35,6396795904.0,Electrical Equipment & Parts,Industrials
6415.TW,Silergy Corp.,5.77,6.317,19.2,6.916,377.5,146031345664.0,Semiconductors,Technology
1735.TW,"Evermore Chemical Industry Co., Ltd.",0.97,6.279,7.6,0.683,18.3,1818800384.0,Chemicals,Basic Materials
3532.TW,Formosa Sumco Technology Corporation,3.35,6.276,-15.9,0.486,81.9,31764752384.0,Semiconductor Equipment & Materials,Technology
1525.TW,Kian Shen Corporation,4.11,6.183000000000001,3.3000000000000003,3.481,61.4,4506765824.0,Auto Parts,Consumer Cyclical
1464.TW,"De Licacy Industrial Co., Ltd.",1.03,6.146,27.1,0.573,17.95,7317138432.0,Textile Manufacturing,Consumer Cyclical
6931.TW,"Qing Song Health Co.,Ltd.",0.68,6.125,9.3,1.814,67.6,4471888384.0,Medical Care Facilities,Healthcare
2027.TW,"Ta Chen Stainless Pipe Co., Ltd.",1.53,6.121,-1.9,0.71,49.25,105587564544.0,Steel,Basic Materials
9905.TW,"Great China Metal Ind. Co., Ltd.",1.63,6.12,10.4,2.408,23.35,7121750016.0,Packaging & Containers,Consumer Cyclical
2388.TW,"VIA Technologies, Inc.",2.06,6.117999999999999,30.7,1.832,75.4,41877159936.0,Semiconductors,Technology
9908.TW,The Great Taipei Gas Corporation,1.71,6.112,-13.700000000000001,3.211,30.15,15101079552.0,Utilities - Regulated Gas,Utilities
2904.TW,Prime Oil Chemical Service Corporation,1.37,6.107,15.6,1.329,18.4,1432152960.0,Oil & Gas Equipment & Services,Energy
2106.TW,Kenda Rubber Industrial Co. Ltd.,1.3,6.105,-6.6000000000000005,1.17,26.25,25065861120.0,Auto Parts,Consumer Cyclical
2945.TW,"Simple Mart Retail Co., Ltd.",2.02,6.087,4.8,0.213,38.3,2585250048.0,Grocery Stores,Consumer Defensive
3031.TW,Bright LED Electronics Corp.,1.08,6.0749996,-1.9,3.998,19.75,3420759296.0,Electronic Components,Technology
1419.TW,"Shinkong Textile Co., Ltd.",2.9,6.067,26.0,0.912,42.25,12642762752.0,Textile Manufacturing,Consumer Cyclical
6952.TW,"Dawushan Farm Technology Co., Ltd.",1.46,6.0650002,-18.9,1.853,48.7,3279701504.0,Farm Products,Consumer Defensive
1402.TW,Far Eastern New Century Corporation,1.99,6.028999799999999,5.7,0.768,32.9,176084090880.0,Textile Manufacturing,Consumer Cyclical
2462.TW,"Taiwan Line Tek Electronic Co., Ltd.",1.41,6.019,4.7,1.157,24.9,3738585600.0,Consumer Electronics,Technology
6243.TW,Ene Technology Inc.,1.1,5.9949997999999995,-7.6,7.985,37.1,1679472384.0,Semiconductors,Technology
6792.TW,Unictron Technologies Corporation,1.9,5.9510004,-2.1999999999999997,3.106,59.2,2775000064.0,Electronic Components,Technology
1233.TW,"Ten Ren Tea Co., Ltd.",0.97,5.935,2.0,0.682,34.65,3137522944.0,Packaged Foods,Consumer Defensive
5215.TW,"Ko Ja (Cayman) Co., Ltd.",3.71,5.928,0.8999999999999999,3.588,40.9,2631424256.0,Computer Hardware,Technology
1201.TW,Wei Chuan Foods Corporation,0.87,5.906000000000001,4.3999999999999995,0.66,17.5,8856102912.0,Packaged Foods,Consumer Defensive
8374.TW,"Ace Pillar Co., Ltd.",0.6,5.888999999999999,79.5,1.504,90.1,10113724416.0,Industrial Distribution,Industrials
1776.TW,Headway Advanced Materials Inc.,0.77,5.875,2.6,2.515,18.7,1124000896.0,Chemicals,Basic Materials
3545.TW,"FocalTech Systems Co., Ltd.",2.64,5.8500000000000005,15.299999999999999,1.874,66.5,14492478464.0,Semiconductors,Technology
2029.TW,"Sheng Yu Steel Co., Ltd.",1.81,5.8119997,7.7,5.175,25.6,8222208000.0,Steel,Basic Materials
2069.TW,"Yuen Chang Stainless Steel Co., Ltd.",1.35,5.7930004,-2.5,0.311,17.45,2903453440.0,Steel,Basic Materials
2889.TW,"IBF Financial Holdings Co., Ltd.",0.61,5.705,10.299999999999999,0.584,12.8,46509568000.0,Capital Markets,Financial Services
8150.TW,ChipMOS TECHNOLOGIES INC.,1.93,5.688,-5.7,2.4,29.0,20799959040.0,Semiconductors,Technology
8039.TW,"Taiflex Scientific Co., Ltd.",2.32,5.685,2.1999999999999997,2.478,43.4,11063181312.0,Electronic Components,Technology
3037.TW,Unimicron Technology Corp.,3.31,5.673,14.399999999999999,1.197,92.5,141407518720.0,Electronic Components,Technology
5876.TW,"The Shanghai Commercial & Savings Bank, Ltd.",2.78,5.657,110.7,,45.0,218260340736.0,Banks - Regional,Financial Services
2108.TW,"NANTEX Industry Co., Ltd.",1.14,5.6129999999999995,42.0,7.359,29.45,14501681152.0,Specialty Chemicals,Basic Materials
1101.TW,"TCC Group Holdings Co., Ltd.",1.42,5.564,72.89999999999999,1.671,32.05,241374314496.0,Building Materials,Basic Materials
3669.TW,AVer Information Inc.,2.02,5.538,-1.9,1.879,37.55,3489145856.0,Consumer Electronics,Technology
8499.TW,"Top Bright Holding Co., Ltd.",11.12,5.465,18.4,14.467,153.5,6368039424.0,Electronic Components,Technology
2401.TW,Sunplus Technology Company Limited,0.44,5.4619998,9.8,3.823,24.25,14269548544.0,Semiconductors,Technology
2723.TW,Gourmet Master Co. Ltd.,3.28,5.41,-2.1,1.085,91.0,16380000256.0,Restaurants,Consumer Cyclical
5538.TW,"Tong Ming Enterprise Co., Ltd.",2.86,5.3179998,8.7,0.96,31.95,6428436480.0,Steel,Basic Materials
3016.TW,Episil-Precision Inc.,0.92,5.316,-5.0,2.506,35.4,10214387712.0,Semiconductor Equipment & Materials,Technology
6155.TW,King Core Electronics Inc.,0.96,5.2940000000000005,10.8,1.373,23.2,2037222144.0,Electronic Components,Technology
2468.TW,Fortune Information Systems Corp,0.95,5.286,11.600000000000001,1.603,51.8,3623979776.0,Information Technology Services,Technology
2820.TW,China Bills Finance Corporation,1.02,5.284,29.4,0.689,15.0,20144400384.0,Capital Markets,Financial Services
3704.TW,Zyxel Group Corporation,1.41,5.2789997,1.0,1.308,33.35,13309184000.0,Communication Equipment,Technology
5471.TW,"Sonix Technology Co.,Ltd.",1.06,5.277,-1.0,5.508,38.8,6513627136.0,Semiconductors,Technology
2906.TW,"Collins Co., Ltd.",0.51,5.2059997,2.0,0.773,16.15,3377239296.0,Specialty Retail,Consumer Cyclical
3167.TW,"Ta Liang Technology Co., Ltd.",1.45,5.1999997,109.7,1.081,75.8,6689562624.0,Specialty Industrial Machinery,Industrials
6666.TW,"Luo Lih-Fen Holding Co., Ltd.",1.7,5.1939998,-1.7999999999999998,1.975,44.6,2113504768.0,Household & Personal Products,Consumer Defensive
2501.TW,"Cathay Real Estate Development Co.,Ltd.",1.36,5.1909998,55.300000000000004,0.296,21.5,24930539520.0,Real Estate - Development,Real Estate
2049.TW,Hiwin Technologies Corporation,5.57,5.1609997,10.7,1.421,241.0,85263876096.0,Tools & Accessories,Industrials
3652.TW,"Unitech Electronics Co., Ltd.",1.25,5.099,12.6,2.639,32.2,2418155776.0,Computer Hardware,Technology
6806.TW,"Shinfox Energy Co., Ltd.",3.24,5.077,13372.999999999998,1.747,83.7,22987618304.0,Utilities - Renewable,Utilities
1234.TW,Hey Song Corporation,2.36,5.055,-12.9,1.0,40.1,16115026944.0,Beverages - Non-Alcoholic,Consumer Defensive
1409.TW,Shinkong Synthetic Fibers Corporation,1.06,5.021999800000001,18.4,0.432,13.6,21946728448.0,Textile Manufacturing,Consumer Cyclical
1449.TW,"Chia Her Industrial Co., Ltd.",0.93,5.0040002999999995,7.3,0.254,15.8,1628885248.0,Textile Manufacturing,Consumer Cyclical
