股票代碼,股票名稱,EPS,ROE,營收成長率,速動比率,現價,市值,產業,部門
6412.TW,"Chicony Power Technology Co., Ltd.",8.24,22.782,9.6,1.034,101.5,40678051840,Electrical Equipment & Parts,Industrials
6414.TW,Ennoconn Corporation,16.88,11.59,15.8,0.955,260.0,35760398336,Computer Hardware,Technology
6415.TW,Silergy Corp.,5.8,6.317,19.2,6.916,368.0,142356381696,Semiconductors,Technology
6416.TW,"CASwell, Inc.",4.49,9.114,8.9,1.261,91.8,6733346816,Communication Equipment,Technology
6423.TW,Yield Microelectronics Corp.,0.97,6.4159999999999995,15.2,8.278,80.4,2365850368,Semiconductors,Technology
6426.TW,"Apogee Optocom Co., Ltd.",-3.58,-13.309999999999999,-20.200000000000003,7.006,62.1,2391408896,Communication Equipment,Technology
6431.TW,"Kuangli Bio-Tech Holdings Co., Ltd.",-2.52,-33.951,62.8,0.472,18.15,1767788160,Electronic Components,Technology
6438.TW,"Symtek Automation Asia Co., Ltd.",7.35,12.467,-7.1,1.559,169.0,13866669056,Specialty Industrial Machinery,Industrials
6442.TW,EZconn Corporation,14.23,36.720002,303.4,1.739,365.0,27740000256,Electronic Components,Technology
6443.TW,TSEC Corporation,-1.17,-8.290000000000001,-59.5,1.53,16.05,8230391296,Solar,Technology
6446.TW,PharmaEssentia Corporation,8.9,11.535,85.9,9.339,482.5,156003352576,Drug Manufacturers - Specialty & Generic,Healthcare
6449.TW,"Apaq Technology Co., Ltd.",6.04,14.722,26.700000000000003,1.26,110.0,10004885504,Electronic Components,Technology
6451.TW,ShunSin Technology Holdings Limited,0.4,0.519,26.8,1.609,145.0,15395229696,Semiconductors,Technology
6456.TW,General Interface Solution (GIS) Holding Limited,0.46,0.39399997000000003,7.1,1.588,44.05,14886256640,Electronic Components,Technology
6464.TW,"Taiwan Optical Platform Co., Ltd.",6.95,10.934000000000001,8.6,0.629,78.7,9885743104,Entertainment,Communication Services
6472.TW,"Bora Pharmaceuticals Co., LTD.",35.85,30.178,79.3,1.257,623.0,64289239040,Drug Manufacturers - Specialty & Generic,Healthcare
6477.TW,"ANJI Technology Co., Ltd.",-0.67,-3.8599998,-25.4,0.47,29.55,3657935360,Solar,Technology
6491.TW,Pegavision Corporation,23.26,17.62,-11.899999999999999,1.823,324.0,25272000512,Medical Instruments & Supplies,Healthcare
6504.TW,"Nan Liu Enterprise Co., Ltd.",1.39,2.823,15.4,0.741,53.6,3891360000,Household & Personal Products,Consumer Defensive
6505.TW,Formosa Petrochemical Corporation,0.63,1.806,-15.4,2.285,33.95,323406331904,Oil & Gas Refining & Marketing,Energy
6515.TW,"WinWay Technology Co., Ltd.",33.64,26.266000000000002,128.7,2.249,868.0,31126740992,Semiconductors,Technology
6525.TW,"GEM Services, Inc.",5.08,15.309000000000001,6.9,2.212,62.8,8104151552,Semiconductors,Technology
6526.TW,Airoha Technology Corp.,16.07,13.958,51.7,2.725,522.0,87438131200,Semiconductors,Technology
6531.TW,AP Memory Technology Corporation,9.67,13.588999,5.4,9.861,237.5,38557650944,Semiconductors,Technology
6533.TW,Andes Technology Corporation,0.03,0.039,13.600000000000001,7.358,297.0,15043347456,Semiconductor Equipment & Materials,Technology
6534.TW,"CH Biotech R&D Co., Ltd.",4.61,18.413,91.60000000000001,1.084,72.0,7401600000,Agricultural Inputs,Basic Materials
6541.TW,"Tanvex BioPharma, Inc.",-8.9,-161.169,-69.1,1.174,57.0,9352047616,Biotechnology,Healthcare
6550.TW,Polaris Group,-3.35,-35.321999999999996,639.9,4.217,32.5,25033158656,Biotechnology,Healthcare
6552.TW,"JMC Electronics Co., Ltd.",0.11,0.505,-14.499999999999998,1.45,28.3,2348899840,Semiconductors,Technology
6558.TW,SYNergy ScienTech Corp.,0.1,0.642,1.9,2.416,46.3,4340670976,Electrical Equipment & Parts,Industrials
6573.TW,HY Electronic (Cayman) Limited,-1.94,-12.607001,-10.9,0.601,11.75,945866752,Semiconductors,Technology
6579.TW,AAEON Technology Inc.,7.67,9.405,-14.6,3.584,127.5,21605003264,Computer Hardware,Technology
6581.TW,"Taiwan Steel Union Co., Ltd.",7.45,19.377,9.2,2.259,99.0,11015829504,Waste Management,Industrials
6582.TW,"Shin Foong Specialty and Applied Materials Co., Ltd.",0.99,1.745,79.0,1.931,43.4,4607951872,Specialty Chemicals,Basic Materials
6585.TW,DingZing Advanced Materials Inc.,9.88,20.391001,1.9,2.275,134.5,9610159104,Specialty Chemicals,Basic Materials
6591.TW,Sun Max Tech Limited,3.11,6.4050004,-19.8,2.411,45.4,1712578816,Computer Hardware,Technology
6592.TW,"Hotai Finance Co., Ltd.",4.44,8.019,-28.999999999999996,1.09,67.4,42000310272,Credit Services,Financial Services
6598.TW,Applied BioCode Corporation,-2.88,-33.875,-33.7,6.951,19.05,1958092288,Medical Devices,Healthcare
6605.TW,"Depo Auto Parts Industrial Co., Ltd.",18.76,17.024,5.800000000000001,1.008,178.0,29515247616,Auto Parts,Consumer Cyclical
6606.TW,"KENT Industrial Co.,Ltd.",0.72,6.926,-23.5,2.357,24.1,2658326528,Semiconductors,Technology
6625.TW,"B'in Live Co., Ltd.",5.69,30.581000000000003,18.6,1.628,64.6,3745023488,Entertainment,Communication Services
6641.TW,"GSD Technologies Co., Ltd.",1.08,2.923,-19.900000000000002,1.522,25.35,925275008,Pollution & Treatment Controls,Industrials
6645.TW,"Kim Forest Enterprise Co., Ltd.",-3.02,-26.340000000000003,22.0,1.479,19.4,1180761600,Diagnostics & Research,Healthcare
6655.TW,"Keding Enterprises Co., Ltd.",4.91,15.886,-5.1,0.257,119.5,9289797632,Lumber & Wood Production,Basic Materials
6657.TW,"Energenesis Biomedical CO.,LTD.",-3.03,-29.946,16.2,19.055,62.4,5522025984,Biotechnology,Healthcare
6658.TW,"SynPower Co., Ltd.",1.07,4.1750003,68.2,1.318,62.6,2276761856,Semiconductor Equipment & Materials,Technology
6666.TW,"Luo Lih-Fen Holding Co., Ltd.",1.7,5.1939998,-1.7999999999999998,1.975,42.4,2009251328,Household & Personal Products,Consumer Defensive
6668.TW,"Zhong Yang Technology Co.,Ltd",-1.85,-9.641,-15.1,1.337,46.1,4460451328,Electronic Components,Technology
6669.TW,Wiwynn Corporation,122.5,34.923,97.5,1.136,1570.0,291770368000,Computer Hardware,Technology
6670.TW,"FuSheng Precision Co., Ltd.",27.17,27.872999999999998,26.0,1.565,322.5,48218263552,Leisure,Consumer Cyclical
6671.TW,"San Neng Group Holdings Co., LTD.",3.16,10.493,2.7,1.941,38.85,2360137472,Household & Personal Products,Consumer Defensive
6672.TW,"Ventec International Group Co.,Ltd.",4.95,10.663,-6.5,2.629,68.2,4871866880,Electronic Components,Technology
6674.TW,"Compal Broadband Networks, Inc.",-2.46,-15.584999999999999,-17.599999999999998,1.361,18.9,1272644608,Communication Equipment,Technology
6689.TW,"eCloudvalley Digital Technology Co., Ltd.",2.26,3.7379999999999995,27.900000000000002,1.512,84.3,5715539968,Software - Infrastructure,Technology
6691.TW,"Yankey Engineering Co., Ltd.",19.35,34.150999999999996,62.7,1.547,364.0,38171586560,Engineering & Construction,Industrials
6695.TW,"iCatch Technology, Inc.",-0.41,-2.2750000999999997,16.0,6.39,44.45,4288082688,Semiconductors,Technology
6698.TW,"FineMat Applied Materials Co., Ltd.",-0.96,-1.013,-12.9,1.353,29.3,1927588352,Electronic Components,Technology
6706.TW,"Fittech Co., Ltd.",-4.29,-8.173,40.2,1.857,75.8,5956128768,Specialty Industrial Machinery,Industrials
6715.TW,"Lintes Technology Co., Ltd.",5.17,8.868,-5.4,3.956,124.0,8229743616,Communication Equipment,Technology
6719.TW,uPI Semiconductor Corp.,2.37,2.121,16.1,16.44,169.5,17746141184,Semiconductors,Technology
6742.TW,Vactronics technologies inc.,0.3,-0.10800001000000001,55.7,3.038,50.5,3598529024,Electronic Components,Technology
6743.TW,AMPACS Corporation,2.1,11.956,139.7,0.432,34.5,5088750080,Consumer Electronics,Technology
6753.TW,"Lungteh Shipbuilding Co., Ltd.",6.07,21.019,37.0,0.987,104.5,11822920704,Aerospace & Defense,Industrials
6754.TW,"Rich Honour International Designs Co., Ltd.",6.37,18.673000000000002,-21.9,1.592,58.4,3854400000,Consulting Services,Industrials
6756.TW,"VIA Labs, Inc.",2.23,4.875,-19.900000000000002,2.145,98.1,6845123584,Electronic Components,Technology
6757.TW,"Tigerair Taiwan Co., Ltd.",6.15,46.760000000000005,10.7,1.595,81.5,37451694080,Airlines,Industrials
6768.TW,"Sports Gear Co., Ltd.",8.08,11.073,29.2,2.21,112.5,22055174144,Leisure,Consumer Cyclical
6770.TW,Powerchip Semiconductor Manufacturing Corp.,-1.64,-7.430000000000001,-0.3,1.264,14.3,59947319296,Semiconductors,Technology
6771.TW,"Ping Ho Environmental Technology Co., Ltd.",3.86,14.515,5.4,1.518,50.5,1574589952,Waste Management,Industrials
6776.TW,Weblink International Inc.,4.06,16.856001000000003,18.8,0.63,51.8,4225895680,Electronics & Computer Distribution,Technology
6781.TW,"Advanced Energy Solution Holding Co., Ltd.",25.38,14.267999000000001,4.9,1.615,788.0,67310170112,Electrical Equipment & Parts,Industrials
6782.TW,Visco Vision Inc.,10.06,19.058001,32.6,1.137,151.5,9544500224,Medical Instruments & Supplies,Healthcare
6789.TW,VisEra Technologies Company Ltd.,5.46,10.024,43.0,3.247,205.0,64944001024,Semiconductors,Technology
6790.TW,"Yuen Foong Yu Consumer Products Co., Ltd.",2.78,13.05,1.2,1.409,39.85,10645090304,Household & Personal Products,Consumer Defensive
6792.TW,Unictron Technologies Corporation,2.09,5.9510004,-2.1999999999999997,3.106,55.5,2601562624,Electronic Components,Technology
6794.TW,"UnicoCell Biomed Co., Ltd.",-1.62,-14.530999999999999,34.9,21.108,65.6,3831748352,Biotechnology,Healthcare
6796.TW,Medimaging Integrated Solution Inc.,0.16,-1.9809998999999998,-14.899999999999999,2.554,73.5,2554125056,Medical Devices,Healthcare
6799.TW,M3 Technology Inc.,2.84,8.272999500000001,-16.2,6.992,112.5,4743348736,Semiconductors,Technology
6805.TW,Fositek Corp.,17.87,24.204001,55.800000000000004,1.302,526.0,36059353088,Computer Hardware,Technology
6806.TW,"Shinfox Energy Co., Ltd.",3.24,5.077,84.6,1.213,79.0,21696796672,Utilities - Renewable,Utilities
6807.TW,FY Group Ltd.,8.85,20.487,41.6,1.423,66.6,3596399872,"Furnishings, Fixtures & Appliances",Consumer Cyclical
6830.TW,"Msscorps Co., Ltd.",1.34,2.273,7.5,3.088,121.5,6291415552,Semiconductor Equipment & Materials,Technology
6834.TW,"Ever Ohms Technology Co.,Ltd.",0.64,3.945,49.3,1.222,27.25,2410834688,Electronic Components,Technology
6835.TW,"Complex Micro Interconnection Co.,Ltd.",3.95,15.248999,9.1,2.353,41.0,2713064192,Electrical Equipment & Parts,Industrials
6854.TW,PlayNitride Inc.,0.56,2.996,191.6,3.134,135.0,15886664704,Electronic Components,Technology
6861.TW,InnoCare Optoelectronics Corporation,3.64,11.465,6.5,1.863,51.0,2116622336,Medical Devices,Healthcare
6863.TW,"Arizon RFID Technology (Cayman) Co., Ltd.",11.06,14.725,59.9,3.053,183.0,13704504320,Electronic Components,Technology
6869.TW,"J&V Energy Technology Co., Ltd.",8.63,20.393998999999997,-5.5,0.899,139.5,19018035200,Utilities - Renewable,Utilities
6873.TW,"HD Renewable Energy Co., Ltd.",10.64,15.584999999999999,46.300000000000004,1.254,179.0,21642352640,Utilities - Renewable,Utilities
6885.TW,"BRIM Biotechnology, Inc.",-2.7,-16.634999999999998,196.70000000000002,5.298,23.55,3116842496,Biotechnology,Healthcare
6887.TW,,7.42,23.502001,53.2,0.863,81.8,6044979712,Waste Management,Industrials
6890.TW,"Lai Yih Footwear Co., Ltd.",16.12,18.929000000000002,32.300000000000004,1.655,343.0,85544198144,Footwear & Accessories,Consumer Cyclical
6902.TW,"Gogolook Co., Ltd.",-1.24,-9.2180006,15.9,1.336,112.0,3587561472,Software - Application,Technology
6906.TW,Groundhog Inc.,3.55,16.163999,6.6000000000000005,6.296,116.5,3558189568,Information Technology Services,Technology
6914.TW,"PSS Co.,Ltd.",7.12,16.002001,10.9,0.842,125.0,8278249984,Business Equipment & Supplies,Industrials
6916.TW,"Winstar Display Co., Ltd.",0.47,1.02699995,13.100000000000001,1.021,19.7,1329750016,Electronic Components,Technology
6919.TW,,-4.14,-8.764,-37.2,183.416,703.0,108690120704,Biotechnology,Healthcare
6924.TW,,7.26,31.280002,31.4,1.898,67.5,1407374976,Electronic Components,Technology
6928.TW,"Ubiqconn Technology, Inc.",-0.82,-3.836,-45.300000000000004,3.148,52.5,4514999808,Computer Hardware,Technology
6931.TW,"Qing Song Health Co.,Ltd.",0.68,6.125,9.3,1.814,61.2,4048514816,Medical Care Facilities,Healthcare
6933.TW,"Amax Holding Co., Ltd.",3.76,7.961,7.3,1.6,142.0,5984291840,Electronic Components,Technology
6937.TW,Skytech Inc.,6.01,12.44,55.50000000000001,3.166,199.0,13427982336,Semiconductors,Technology
6949.TW,"Pell Bio-Med Technology Co., Ltd.",-6.83,-32.024,35.699999999999996,3.549,127.5,7405021696,Biotechnology,Healthcare
6951.TW,"Chin Hsin Environ Engineering Co., Ltd.",4.84,24.283001000000002,50.3,1.97,63.8,2934799872,Waste Management,Industrials
6952.TW,"Dawushan Farm Technology Co., Ltd.",1.46,6.0650002,-18.9,1.853,44.7,3010321664,Farm Products,Consumer Defensive
6957.TW,,14.2,32.432,101.8,2.556,174.0,9606714368,"Furnishings, Fixtures & Appliances",Consumer Cyclical
6958.TW,"Infinite Finance Co., Ltd.",1.12,4.018999999999999,5.2,0.916,21.5,8028444160,Credit Services,Financial Services
6962.TW,,5.51,12.798001000000001,-9.1,1.693,48.7,23979732992,Electronic Components,Technology
6969.TW,,-2.15,-23.921,190.0,0.448,30.35,1157640064,Conglomerates,Industrials
6994.TW,"Foxwell Power Co., Ltd.",1.37,8.758000000000001,105.80000000000001,0.748,108.5,7649249792,Utilities - Renewable,Utilities
7705.TW,"Mercuries F&B Co., Ltd.",4.1,17.628,8.4,0.297,57.4,3792263168,Restaurants,Consumer Cyclical
8011.TW,"Tai Tung Communication Co., Ltd.",2.43,11.512999,-29.2,1.706,20.75,3442881536,Communication Equipment,Technology
8016.TW,Sitronix Technology Corporation,15.31,15.901000000000002,2.3,2.358,174.5,20858159104,Semiconductors,Technology
8021.TW,"Topoint Technology Co., Ltd.",1.43,4.216,21.8,2.185,26.15,3718007040,Tools & Accessories,Industrials
8028.TW,Phoenix Silicon International Corporation,2.84,12.218001000000001,39.300000000000004,1.15,112.0,19334336512,Semiconductor Equipment & Materials,Technology
8033.TW,Thunder Tiger Corp.,0.49,5.4050002,32.4,0.792,59.0,9005169664,Leisure,Consumer Cyclical
8039.TW,"Taiflex Scientific Co., Ltd.",2.32,5.685,2.1999999999999997,2.478,40.15,10289521664,Electronic Components,Technology
8045.TW,"TWOWAY Communications, Inc.",2.41,11.249,-61.3,4.157,107.0,9995833344,Communication Equipment,Technology
8046.TW,Nan Ya Printed Circuit Board Corporation,0.32,0.43599996999999996,-15.5,2.447,94.5,61062688768,Electronic Components,Technology
8070.TW,Chang Wah Electromaterials Inc.,2.27,12.031999,7.7,1.925,38.25,26976614400,Electronics & Computer Distribution,Technology
8072.TW,AV TECH Corporation,1.25,3.079,-21.0,8.314,28.75,2300000000,Security & Protection Services,Industrials
8081.TW,Global Mixed-Mode Technology Inc.,17.9,17.987000000000002,9.3,3.782,214.5,18388871168,Semiconductors,Technology
8101.TW,Arima Communications Corp.,-3.27,-144.679,4.3,0.341,17.1,455992032,Communication Equipment,Technology
8103.TW,CviLux Corporation,3.92,9.665,16.7,3.201,42.4,3347738624,Electronic Components,Technology
8104.TW,RiTdisplay Corporation,0.16,1.799,-22.400000000000002,0.857,33.3,3018711552,Electronic Components,Technology
8105.TW,"Giantplus Technology Co., Ltd.",0.15,0.844,10.299999999999999,1.38,12.1,5342694400,Electronic Components,Technology
8110.TW,"Walton Advanced Engineering, Inc.",0.26,-0.263,1.2,1.438,12.5,6321750016,Semiconductor Equipment & Materials,Technology
8112.TW,"Supreme Electronics Co., Ltd.",3.37,11.206000000000001,3.0,1.15,50.5,26349082624,Semiconductors,Technology
8114.TW,"Posiflex Technology, Inc.",10.25,27.177,103.8,1.489,253.5,19349655552,Business Equipment & Supplies,Industrials
8131.TW,"Formosa Advanced Technologies Co., Ltd.",2.03,7.928,10.100000000000001,7.945,26.05,11519883264,Semiconductors,Technology
8150.TW,ChipMOS TECHNOLOGIES INC.,1.93,5.688,-5.7,2.4,26.25,18827550720,Semiconductors,Technology
8162.TW,"Micro Silicon Electronics Co., Ltd.",1.28,6.525,3.9,1.729,33.65,2311822336,Semiconductors,Technology
8163.TW,Darfon Electronics Corp.,2.2,3.4290000000000003,-0.3,0.924,36.8,10232239104,Electronic Components,Technology
8201.TW,"Inventec Besta Co.,Ltd",-0.88,-11.0530004,8.6,3.041,11.95,745277248,Consumer Electronics,Technology
8210.TW,"Chenbro Micom Co., Ltd.",15.59,30.711,-18.3,1.136,230.5,27887734784,Computer Hardware,Technology
8213.TW,"Taiwan Printed Circuit Board Techvest Co.,Ltd.",2.73,4.524,-2.9000000000000004,1.524,29.25,7732296192,Electronic Components,Technology
8215.TW,BenQ Materials Corporation,0.62,2.9159999,28.7,0.654,23.4,7503795200,Electronic Components,Technology
8222.TW,Aero Win Technology Corporation,1.48,11.7189996,16.6,0.819,48.6,3332696320,Aerospace & Defense,Industrials
8249.TW,Creative Sensor Inc.,3.25,6.337,131.7,1.454,46.45,6020895744,Electrical Equipment & Parts,Industrials
8261.TW,"Advanced Power Electronics Co., Ltd.",4.75,10.366999,14.6,7.026,74.4,8812158976,Semiconductors,Technology
8271.TW,Apacer Technology Inc.,2.17,6.426,-1.7999999999999998,2.269,43.2,5561093120,Semiconductors,Technology
8341.TW,"Sunny Friend Environmental Technology Co., Ltd.",3.68,10.176,19.400000000000002,1.445,74.3,9659000832,Waste Management,Industrials
8367.TW,Chien Shing Harbour Service Company Limited,3.14,7.543000599999999,20.599999999999998,0.67,44.35,4206517504,Marine Shipping,Industrials
8374.TW,"Ace Pillar Co., Ltd.",0.6,5.888999999999999,79.5,1.504,85.4,9586150400,Industrial Distribution,Industrials
